T1,T2,T3,position
0.3002,0.3484,0.3514,515807.000
0.3012,0.3484,0.3504,521498.000
0.2884,0.4148,0.2968,525078.000
0.2884,0.4148,0.2968,535310.000
0.2884,0.4148,0.2968,547284.000
0.2884,0.4148,0.2968,553925.000
0.2754,0.3948,0.3298,555152.000
0.2754,0.3948,0.3298,558230.000
0.2754,0.3948,0.3298,570261.000
0.2754,0.3948,0.3298,576646.000
0.2886,0.4,0.3114,596883.000
0.415,0.2612,0.3238,609277.000
0.3124,0.2644,0.4232,642998.000
0.3316,0.2614,0.407,645204.000
0.3342,0.3052,0.3606,667050.000
0.3306,0.3292,0.3402,679076.000
0.3297,0.3379,0.3324,683347.000
0.3141,0.3775,0.3084,689443.000
0.3417,0.4153,0.243,692442.000
0.2801,0.4273,0.2926,702239.000
0.3063,0.4,0.2937,712993.000
0.3388,0.3538,0.3074,716849.000
0.3764,0.3346,0.289,723151.000
0.3842,0.263,0.3528,727777.000
0.4098,0.2614,0.3288,750338.000
0.3742,0.3136,0.3122,755797.000
0.39,0.3136,0.2964,760417.000
0.39,0.3136,0.2964,762489.000
0.3863,0.3184,0.2953,763155.000
0.4071,0.3188,0.2741,765223.000
0.2879,0.3572,0.3549,767168.000
0.2879,0.3572,0.3549,770044.000
0.2959,0.3932,0.3109,782143.000
0.2892,0.4048,0.306,793712.000
0.3008,0.3912,0.308,815578.000
0.3008,0.3912,0.308,819890.000
0.2926,0.355,0.3524,864823.000
0.284,0.3511,0.3649,866500.000
0.3888,0.2243,0.3869,874885.000
0.3674,0.2207,0.4119,884016.000
0.3126,0.2698,0.4176,897813.000
0.3126,0.2698,0.4176,913268.000
0.391,0.311,0.298,918011.000
0.3674,0.3265,0.3061,927176.000
0.3568,0.3353,0.3079,933997.000
0.3534,0.3441,0.3025,940375.000
0.3236,0.367,0.3094,949620.000
0.3341,0.3463,0.3196,955082.000
0.3091,0.2927,0.3982,962790.000
0.3091,0.2927,0.3982,987410.000
0.3091,0.2947,0.3962,989041.000
0.3091,0.2947,0.3962,989596.000
0.2944,0.2978,0.4078,1001576.000
0.2951,0.2957,0.4092,1007309.000
0.2942,0.3072,0.3986,1015256.000
0.2752,0.2802,0.4446,1015572.000
0.2752,0.2802,0.4446,1017230.000
0.2836,0.2786,0.4378,1020452.000
0.2644,0.2984,0.4372,1039666.000
0.29,0.272,0.438,1051232.000
0.291,0.272,0.437,1056805.000
0.3,0.333,0.367,1063615.000
0.2988,0.2856,0.4156,1081859.000
0.2988,0.2856,0.4156,1083723.000
0.2978,0.2866,0.4156,1084435.000
0.2978,0.2866,0.4156,1093383.000
0.2918,0.3014,0.4068,1160345.000
0.2798,0.331,0.3892,1162428.000
0.284,0.2858,0.4302,1164207.000
0.284,0.2858,0.4302,1171961.000
0.2821,0.2971,0.4208,1172724.000
0.2787,0.2956,0.4257,1196113.000
0.2307,0.301,0.4683,1207066.000
0.227,0.3068,0.4662,1212869.000
0.231,0.326,0.443,1218624.000
0.228,0.3184,0.4536,1264021.000
0.228,0.3184,0.4536,1273176.000
0.2146,0.3124,0.473,1286487.000
0.2106,0.3094,0.48,1308256.000
0.2222,0.3518,0.426,1317094.000
0.2344,0.2782,0.4874,1322753.000
0.2508,0.2844,0.4648,1354865.000
0.2536,0.2808,0.4656,1366961.000
0.2536,0.2808,0.4656,1370180.000
0.2582,0.2786,0.4632,1379268.000
0.1873,0.3579,0.4548,1400356.000
0.1824,0.3642,0.4534,1402771.000
0.1824,0.3642,0.4534,1404092.000
0.2168,0.3922,0.391,1414191.000
0.2152,0.3926,0.3922,1434045.000
0.2152,0.3926,0.3922,1435043.000
0.2624,0.3382,0.3994,1438166.000
0.266,0.33,0.404,1438903.000
0.266,0.33,0.404,1458934.000
0.225,0.291,0.484,1475365.000
0.225,0.291,0.484,1475432.000
0.233,0.283,0.484,1496895.000
0.2301,0.2848,0.4851,1519054.000
0.2301,0.2848,0.4851,1520718.000
0.2231,0.2748,0.5021,1523877.000
0.2853,0.335,0.3797,1525601.000
0.2853,0.335,0.3797,1541607.000
0.2857,0.3329,0.3814,1542686.000
0.2833,0.3305,0.3862,1550896.000
0.302,0.3124,0.3856,1551013.000
0.2927,0.3031,0.4042,1553250.000
0.2912,0.3016,0.4072,1559886.000
0.2912,0.2996,0.4092,1577023.000
0.2908,0.2992,0.41,1585039.000
0.2904,0.2988,0.4108,1586980.000
0.2955,0.2899,0.4146,1597178.000
0.2955,0.2899,0.4146,1597991.000
0.2906,0.291,0.4184,1619098.000
0.2262,0.2332,0.5406,1621901.000
0.2373,0.251,0.5117,1639183.000
0.2301,0.2628,0.5071,1643975.000
0.2301,0.2628,0.5071,1649715.000
0.1901,0.3578,0.4521,1679602.000
0.199,0.356,0.445,1681429.000
0.169,0.281,0.55,1689724.000
0.169,0.281,0.55,1696859.000
0.205,0.233,0.562,1717281.000
0.205,0.233,0.562,1723233.000
0.205,0.233,0.562,1728696.000
0.205,0.233,0.562,1730525.000
0.205,0.233,0.562,1735994.000
0.205,0.233,0.562,1746116.000
0.205,0.233,0.562,1746859.000
0.167,0.289,0.544,1764651.000
0.167,0.289,0.544,1785060.000
0.167,0.289,0.544,1795324.000
0.167,0.289,0.544,1814871.000
0.167,0.289,0.544,1818907.000
0.191,0.311,0.498,1838118.000
0.269,0.311,0.42,1846071.000
0.172,0.194,0.634,1848057.000
0.172,0.194,0.634,1852028.000
0.174,0.194,0.632,1855627.000
0.1884,0.2124,0.5992,1883086.000
0.1708,0.2268,0.6024,1891964.000
0.2006,0.2026,0.5968,1907325.000
0.2148,0.2158,0.5694,1916080.000
0.2222,0.2096,0.5682,1921761.000
0.2618,0.232,0.5062,1923422.000
0.2756,0.3322,0.3922,1932280.000
0.2348,0.3688,0.3964,1937213.000
0.2288,0.3738,0.3974,1950615.000
0.2288,0.3738,0.3974,1958545.000
0.226,0.345,0.429,1968537.000
0.2004,0.2714,0.5282,1980196.000
0.2004,0.2714,0.5282,1996495.000
0.2004,0.2714,0.5282,2011373.000
0.2004,0.2714,0.5282,2030040.000
0.226,0.345,0.429,2035899.000
0.226,0.345,0.429,2054116.000
0.228,0.347,0.425,2059159.000
0.23,0.347,0.423,2065070.000
0.23,0.347,0.423,2071636.000
0.225,0.362,0.413,2074133.000
0.221,0.392,0.387,2075797.000
0.242,0.407,0.351,2076015.000
0.242,0.407,0.351,2094410.000
0.252,0.404,0.344,2103813.000
0.252,0.404,0.344,2112612.000
0.252,0.404,0.344,2114822.000
0.268,0.386,0.346,2128389.000
0.268,0.386,0.346,2145876.000
0.263,0.386,0.351,2163648.000
0.261,0.376,0.363,2195361.000
0.258,0.385,0.357,2196969.000
0.258,0.385,0.357,2200194.000
0.2852,0.377,0.3378,2202411.000
0.2852,0.377,0.3378,2217677.000
0.2766,0.3688,0.3546,2226591.000
0.2766,0.3688,0.3546,2227329.000
0.2746,0.3708,0.3546,2236647.000
0.2746,0.3708,0.3546,2246119.000
0.2746,0.3708,0.3546,2250808.000
0.182,0.303,0.515,2250974.000
0.182,0.303,0.515,2256000.000
0.17,0.325,0.505,2267985.000
0.21,0.32,0.47,2273050.000
0.21,0.3,0.49,2282505.000
0.21,0.3,0.49,2284345.000
0.21,0.3,0.49,2286932.000
0.21,0.3,0.49,2292875.000
0.257,0.301,0.442,2297974.000
0.257,0.301,0.442,2298260.000
0.21,0.3,0.49,2330975.000
0.21,0.266,0.524,2332542.000
0.208,0.266,0.526,2350208.000
0.208,0.266,0.526,2358123.000
0.204,0.276,0.52,2361488.000
0.232,0.294,0.474,2363411.000
0.232,0.294,0.474,2364272.000
0.232,0.294,0.474,2369905.000
0.232,0.294,0.474,2370847.000
0.228,0.294,0.478,2376198.000
0.234,0.268,0.498,2381393.000
0.234,0.268,0.498,2392417.000
0.266,0.278,0.456,2392420.000
0.266,0.278,0.456,2409828.000
0.266,0.278,0.456,2413217.000
0.266,0.278,0.456,2421930.000
0.266,0.278,0.456,2440009.000
0.266,0.278,0.456,2459305.000
0.266,0.278,0.456,2461877.000
0.266,0.278,0.456,2472051.000
0.272,0.282,0.446,2474381.000
0.272,0.282,0.446,2475812.000
0.2935,0.266,0.4405,2485657.000
0.3015,0.273,0.4255,2486017.000
0.3015,0.273,0.4255,2493029.000
0.2935,0.269,0.4375,2496215.000
0.2935,0.269,0.4375,2511429.000
0.2906,0.2746,0.4348,2512253.000
0.2906,0.2746,0.4348,2521994.000
0.2906,0.2746,0.4348,2523247.000
0.2775,0.29,0.4325,2526960.000
0.2775,0.29,0.4325,2530455.000
0.278,0.283,0.439,2534061.000
0.278,0.283,0.439,2539042.000
0.302,0.315,0.383,2539273.000
0.302,0.315,0.383,2567878.000
0.341,0.336,0.323,2595633.000
0.341,0.336,0.323,2616334.000
0.341,0.336,0.323,2625313.000
0.341,0.336,0.323,2626881.000
0.343,0.336,0.321,2686960.000
0.343,0.336,0.321,2724999.000
0.333,0.344,0.323,2726232.000
0.333,0.344,0.323,2726489.000
0.3302,0.339,0.3308,2730626.000
0.3096,0.337,0.3534,2733746.000
0.3096,0.337,0.3534,2745867.000
0.3222,0.354,0.3238,2759674.000
0.3046,0.341,0.3544,2762865.000
0.3418,0.3396,0.3186,2776597.000
0.3402,0.3354,0.3244,2781396.000
0.3402,0.3354,0.3244,2784353.000
0.3402,0.3354,0.3244,2790923.000
0.3184,0.3616,0.32,2792374.000
0.2845,0.3964,0.3191,2803161.000
0.2598,0.4084,0.3318,2807957.000
0.2798,0.3824,0.3378,2816949.000
0.2798,0.3824,0.3378,2831761.000
0.2479,0.3092,0.4429,2831946.000
0.2472,0.3146,0.4382,2849452.000
0.2482,0.3156,0.4362,2851516.000
0.2475,0.321,0.4315,2858539.000
0.244,0.316,0.44,2864571.000
0.2755,0.354,0.3705,2869967.000
0.303,0.294,0.403,2874481.000
0.328,0.316,0.356,2886293.000
0.331,0.304,0.365,2886645.000
0.332,0.292,0.376,2887210.000
0.332,0.292,0.376,2894349.000
0.326,0.286,0.388,2897718.000
0.326,0.286,0.388,2898325.000
0.326,0.286,0.388,2904760.000
0.326,0.286,0.388,2904881.000
0.331,0.292,0.377,2911360.000
0.331,0.292,0.377,2918196.000
0.331,0.292,0.377,2938097.000
0.321,0.302,0.377,2946753.000
0.326,0.297,0.377,2948679.000
0.3254,0.2964,0.3782,2967780.000
0.3254,0.2964,0.3782,2971415.000
0.317,0.298,0.385,2976050.000
0.297,0.292,0.411,2989552.000
0.2945,0.2895,0.416,2991242.000
0.3095,0.2945,0.396,2995886.000
0.322,0.297,0.381,3009491.000
0.321,0.311,0.368,3037916.000
0.3192,0.3092,0.3716,3040090.000
0.3192,0.3092,0.3716,3041463.000
0.3192,0.3092,0.3716,3046851.000
0.3092,0.3192,0.3716,3051595.000
0.2901,0.2912,0.4187,3060280.000
0.3016,0.3092,0.3892,3073416.000
0.2742,0.3171,0.4087,3077901.000
0.265,0.3125,0.4225,3098686.000
0.252,0.291,0.457,3135681.000
0.2211,0.2781,0.5008,3157725.000
0.2211,0.2781,0.5008,3173118.000
0.2166,0.2736,0.5098,3182303.000
0.2166,0.2736,0.5098,3185750.000
0.2175,0.2745,0.508,3196261.000
0.2176,0.291,0.4914,3206006.000
0.2152,0.3378,0.447,3213556.000
0.2188,0.3414,0.4398,3241600.000
0.253,0.383,0.364,3258886.000
0.2555,0.3755,0.369,3274471.000
0.2555,0.3755,0.369,3282215.000
0.2555,0.3755,0.369,3290477.000
0.2555,0.3755,0.369,3301321.000
0.2705,0.3645,0.365,3307383.000
0.2615,0.3955,0.343,3311092.000
0.2615,0.3955,0.343,3316804.000
0.2495,0.4045,0.346,3329294.000
0.2425,0.3975,0.36,3401778.000
0.273,0.428,0.299,3418737.000
0.272,0.428,0.3,3431546.000
0.27,0.43,0.3,3453356.000
0.2544,0.3982,0.3474,3454036.000
0.261,0.346,0.393,3459548.000
0.263,0.327,0.41,3464686.000
0.263,0.327,0.41,3465577.000
0.263,0.327,0.41,3470335.000
0.297,0.3249,0.3781,3491251.000
0.297,0.3249,0.3781,3503231.000
0.297,0.3249,0.3781,3508784.000
0.297,0.3249,0.3781,3517991.000
0.305,0.3036,0.3914,3518996.000
0.305,0.3036,0.3914,3520579.000
0.305,0.3036,0.3914,3525683.000
0.3188,0.314,0.3672,3526133.000
0.3188,0.314,0.3672,3554392.000
0.3188,0.314,0.3672,3577724.000
0.285,0.3152,0.3998,3592916.000
0.2683,0.3174,0.4143,3617963.000
0.2927,0.3421,0.3652,3629332.000
0.2927,0.3421,0.3652,3641085.000
0.2958,0.3382,0.366,3667315.000
0.3102,0.3662,0.3236,3672129.000
0.3122,0.3642,0.3236,3679704.000
0.3034,0.345,0.3516,3683030.000
0.2866,0.347,0.3664,3691233.000
0.2852,0.2954,0.4194,3691341.000
0.275,0.2948,0.4302,3700987.000
0.2656,0.302,0.4324,3729700.000
0.2908,0.3578,0.3514,3741399.000
0.2908,0.3588,0.3504,3758299.000
0.3052,0.3572,0.3376,3779106.000
0.304,0.366,0.33,3788192.000
0.3136,0.3594,0.327,3792701.000
0.3099,0.3711,0.319,3795074.000
0.3085,0.3716,0.3199,3811355.000
0.3063,0.3543,0.3394,3821038.000
0.3151,0.3572,0.3277,3829206.000
0.3336,0.3518,0.3146,3833011.000
0.3336,0.3518,0.3146,3833287.000
0.3336,0.3518,0.3146,3862438.000
0.3126,0.351,0.3364,3865718.000
0.3202,0.341,0.3388,3878842.000
0.3324,0.3344,0.3332,3895010.000
0.3344,0.3344,0.3312,3902408.000
0.2983,0.3427,0.359,3908952.000
0.2972,0.3583,0.3445,3922119.000
0.295,0.3721,0.3329,3923173.000
0.2971,0.3742,0.3287,3930419.000
0.2878,0.391,0.3212,3930764.000
0.2891,0.378,0.3329,3932238.000
0.2891,0.378,0.3329,3932546.000
0.2916,0.375,0.3334,3944671.000
0.2916,0.375,0.3334,3964243.000
0.2916,0.375,0.3334,3968387.000
0.2882,0.3558,0.356,3971799.000
0.2882,0.3558,0.356,3973870.000
0.3002,0.3768,0.323,3974439.000
0.3002,0.3768,0.323,3979186.000
0.2896,0.3562,0.3542,3987831.000
0.2896,0.3562,0.3542,3995558.000
0.2896,0.3562,0.3542,4003814.000
0.2896,0.3562,0.3542,4009914.000
0.2896,0.3562,0.3542,4034924.000
0.3071,0.3303,0.3626,4052984.000
0.3092,0.3334,0.3574,4059411.000
0.3031,0.3256,0.3713,4061013.000
0.3031,0.3256,0.3713,4069417.000
0.3031,0.3256,0.3713,4075557.000
0.3356,0.2776,0.3868,4084740.000
0.3356,0.2776,0.3868,4094715.000
0.3406,0.2776,0.3818,4095026.000
0.3542,0.2904,0.3554,4097244.000
0.3738,0.2692,0.357,4098310.000
0.4026,0.2644,0.333,4108622.000
0.358,0.2944,0.3476,4120763.000
0.3106,0.2964,0.393,4128853.000
0.3146,0.2994,0.386,4141686.000
0.2972,0.3174,0.3854,4143107.000
0.2916,0.3076,0.4008,4144831.000
0.2916,0.3076,0.4008,4150293.000
0.2964,0.3082,0.3954,4152828.000
0.2964,0.3082,0.3954,4162055.000
0.3187,0.345,0.3363,4183760.000
0.3145,0.3408,0.3447,4184184.000
0.3097,0.3414,0.3489,4188570.000
0.3066,0.348,0.3454,4190062.000
0.2824,0.3516,0.366,4200475.000
0.301,0.3066,0.3924,4207267.000
0.3014,0.3038,0.3948,4225493.000
0.3014,0.3038,0.3948,4228513.000
0.3074,0.302,0.3906,4240056.000
0.3028,0.3093,0.3879,4242216.000
0.2866,0.3093,0.4041,4243049.000
0.3143,0.2965,0.3892,4247129.000
0.3134,0.2983,0.3883,4264684.000
0.3248,0.3128,0.3624,4286759.000
0.3292,0.3215,0.3493,4287995.000
0.3215,0.3177,0.3608,4319646.000
0.2858,0.2703,0.4439,4322174.000
0.2746,0.2459,0.4795,4325614.000
0.367,0.2822,0.3508,4329354.000
0.3168,0.3014,0.3818,4336573.000
0.3168,0.3014,0.3818,4340708.000
0.2532,0.2516,0.4952,4341869.000
0.2508,0.2522,0.497,4346789.000
0.2478,0.2327,0.5195,4353718.000
0.2468,0.2337,0.5195,4354515.000
0.2498,0.2532,0.497,4360988.000
0.2498,0.2532,0.497,4378859.000
0.2504,0.2733,0.4763,4379754.000
0.2528,0.2727,0.4745,4402299.000
0.2528,0.2727,0.4745,4416763.000
0.233,0.2916,0.4754,4427521.000
0.2802,0.2968,0.423,4432018.000
0.3313,0.3206,0.3481,4445387.000
0.2986,0.338,0.3634,4460523.000
0.2944,0.3306,0.375,4477250.000
0.2872,0.3052,0.4076,4481402.000
0.2872,0.3052,0.4076,4481798.000
0.2872,0.3052,0.4076,4484159.000
0.2522,0.354,0.3938,4484234.000
0.2606,0.336,0.4034,4485508.000
0.2588,0.3228,0.4184,4497380.000
0.2678,0.3288,0.4034,4507166.000
0.2711,0.3534,0.3755,4520882.000
0.2743,0.3516,0.3741,4523727.000
0.2743,0.3516,0.3741,4539031.000
0.268,0.3642,0.3678,4598852.000
0.268,0.3642,0.3678,4601031.000
0.2815,0.3824,0.3361,4602571.000
0.2815,0.3824,0.3361,4625980.000
0.2878,0.3698,0.3424,4626023.000
0.2878,0.3698,0.3424,4635468.000
0.2878,0.3698,0.3424,4636149.000
0.2865,0.3577,0.3558,4644279.000
0.2865,0.3577,0.3558,4646380.000
0.279,0.3562,0.3648,4664074.000
0.279,0.3562,0.3648,4664082.000
0.279,0.3562,0.3648,4686176.000
0.3082,0.3192,0.3726,4700266.000
0.3176,0.3256,0.3568,4721317.000
0.3244,0.3324,0.3432,4721914.000
0.3124,0.3234,0.3642,4725364.000
0.3124,0.3234,0.3642,4728687.000
0.3078,0.3172,0.375,4739249.000
0.3264,0.3262,0.3474,4758402.000
0.3644,0.2953,0.3403,4771014.000
0.3644,0.2953,0.3403,4819992.000
0.3644,0.2953,0.3403,4838837.000
0.3894,0.3176,0.293,4858796.000
0.3789,0.3262,0.2949,4862509.000
0.3438,0.3202,0.336,4899172.000
0.3438,0.3202,0.336,4913039.000
0.3612,0.3116,0.3272,4913484.000
0.3456,0.325,0.3294,4916288.000
0.363,0.336,0.301,4925349.000
0.3872,0.314,0.2988,4955235.000
0.426,0.2744,0.2996,4964485.000
0.3628,0.2684,0.3688,4967390.000
0.379,0.2646,0.3564,4974198.000
0.379,0.2646,0.3564,4989467.000
0.3788,0.2694,0.3518,4996304.000
0.3805,0.2778,0.3417,5000097.000
0.3724,0.2732,0.3544,5002670.000
0.3724,0.2738,0.3538,5025466.000
0.3634,0.2748,0.3618,5066087.000
0.3634,0.2748,0.3618,5087120.000
0.3634,0.2688,0.3678,5103965.000
0.3634,0.2688,0.3678,5131749.000
0.3656,0.2588,0.3756,5136207.000
0.395,0.2694,0.3356,5157016.000
0.395,0.2634,0.3416,5174679.000
0.4118,0.2496,0.3386,5183724.000
0.4098,0.2486,0.3416,5186758.000
0.4108,0.2506,0.3386,5192153.000
0.3873,0.2594,0.3533,5214411.000
0.3873,0.2594,0.3533,5228594.000
0.3594,0.2632,0.3774,5231987.000
0.3444,0.2566,0.399,5232091.000
0.3514,0.2546,0.394,5237713.000
0.351,0.2596,0.3894,5245687.000
0.3065,0.2951,0.3984,5245741.000
0.2995,0.2935,0.407,5254778.000
0.2945,0.3015,0.404,5296007.000
0.2945,0.3015,0.404,5300919.000
0.2945,0.3015,0.404,5302278.000
0.2731,0.2941,0.4328,5311455.000
0.2756,0.2956,0.4288,5330636.000
0.2659,0.2869,0.4472,5342387.000
0.2659,0.2869,0.4472,5345865.000
0.2973,0.3251,0.3776,5347275.000
0.2973,0.3251,0.3776,5366845.000
0.2973,0.3171,0.3856,5368087.000
0.2965,0.3275,0.376,5381550.000
0.322,0.353,0.325,5394508.000
0.328,0.353,0.319,5397041.000
0.3298,0.3548,0.3154,5397796.000
0.3274,0.3636,0.309,5413754.000
0.3274,0.3636,0.309,5424095.000
0.3238,0.36,0.3162,5431925.000
0.3238,0.36,0.3162,5477553.000
0.3338,0.3548,0.3114,5481699.000
0.3338,0.3548,0.3114,5492199.000
0.3338,0.3548,0.3114,5505232.000
0.3314,0.3524,0.3162,5529108.000
0.3314,0.3524,0.3162,5535907.000
0.329,0.35,0.321,5538883.000
0.3281,0.3518,0.3201,5540551.000
0.3201,0.3138,0.3661,5574606.000
0.3201,0.3138,0.3661,5577493.000
0.3209,0.3122,0.3669,5580921.000
0.2887,0.3776,0.3337,5582089.000
0.3237,0.3496,0.3267,5587920.000
0.3253,0.3526,0.3221,5589221.000
0.3079,0.3342,0.3579,5591253.000
0.3079,0.3402,0.3519,5597641.000
0.3079,0.3402,0.3519,5597764.000
0.3079,0.3402,0.3519,5607489.000
0.3203,0.3154,0.3643,5615451.000
0.3019,0.3257,0.3724,5616574.000
0.3085,0.3158,0.3757,5650748.000
0.3109,0.3164,0.3727,5653398.000
0.316,0.3312,0.3528,5669468.000
0.292,0.3556,0.3524,5673418.000
0.303,0.3498,0.3472,5687719.000
0.308,0.3668,0.3252,5693858.000
0.308,0.3668,0.3252,5695499.000
0.308,0.3668,0.3252,5707482.000
0.3206,0.3286,0.3508,5718531.000
0.3152,0.3376,0.3472,5754617.000
0.3192,0.3302,0.3506,5772537.000
0.3192,0.3302,0.3506,5776286.000
0.3216,0.3334,0.345,5776952.000
0.344,0.3214,0.3346,5793502.000
0.324,0.3302,0.3458,5817130.000
0.324,0.3302,0.3458,5845859.000
0.3216,0.3392,0.3392,5852237.000
0.3284,0.336,0.3356,5854748.000
0.3102,0.3394,0.3504,5870699.000
0.2878,0.3874,0.3248,5873235.000
0.283,0.3574,0.3596,5884025.000
0.283,0.3574,0.3596,5905130.000
0.284,0.3182,0.3978,5906037.000
0.2868,0.2594,0.4538,5915229.000
0.291,0.2606,0.4484,5919645.000
0.2902,0.2642,0.4456,5931659.000
0.2978,0.2508,0.4514,5937619.000
0.301,0.2538,0.4452,5953629.000
0.301,0.2538,0.4452,5969271.000
0.2874,0.2618,0.4508,5980645.000
0.2874,0.2618,0.4508,5980957.000
0.2874,0.2618,0.4508,5984644.000
0.2874,0.2618,0.4508,5987943.000
0.2874,0.2618,0.4508,5988207.000
0.2664,0.2396,0.494,5990734.000
0.264,0.267,0.469,6012036.000
0.3612,0.2602,0.3786,6014392.000
0.2721,0.3019,0.426,6018507.000
0.2086,0.2012,0.5902,6034639.000
0.2086,0.2012,0.5902,6036612.000
0.2086,0.2012,0.5902,6043338.000
0.2326,0.2052,0.5622,6064777.000
0.265,0.2148,0.5202,6079841.000
0.3012,0.2164,0.4824,6079854.000
0.3012,0.2164,0.4824,6084674.000
0.3164,0.2158,0.4678,6090135.000
0.3164,0.2158,0.4678,6093332.000
0.3164,0.2278,0.4558,6105795.000
0.2716,0.2302,0.4982,6111466.000
0.267,0.218,0.515,6117599.000
0.2664,0.2374,0.4962,6118914.000
0.2664,0.2344,0.4992,6120373.000
0.2664,0.2344,0.4992,6126184.000
0.2628,0.2342,0.503,6126601.000
0.3124,0.3002,0.3874,6155387.000
0.3124,0.3002,0.3874,6157791.000
0.3162,0.3024,0.3814,6157858.000
0.3162,0.3024,0.3814,6181785.000
0.3093,0.3002,0.3905,6184880.000
0.3053,0.2992,0.3955,6192881.000
0.3828,0.2668,0.3504,6202131.000
0.3719,0.2694,0.3587,6209869.000
0.3257,0.2902,0.3841,6215336.000
0.3161,0.2871,0.3968,6219421.000
0.3083,0.2989,0.3928,6229491.000
0.3083,0.2989,0.3928,6242254.000
0.3116,0.3104,0.378,6247261.000
0.3116,0.3104,0.378,6248307.000
0.2714,0.3533,0.3753,6255411.000
0.2714,0.3533,0.3753,6256183.000
0.2714,0.3533,0.3753,6258066.000
0.2714,0.3533,0.3753,6277828.000
0.2714,0.3533,0.3753,6290913.000
0.2714,0.3533,0.3753,6294735.000
0.2714,0.3533,0.3753,6313757.000
0.2989,0.3316,0.3695,6314241.000
0.3094,0.3331,0.3575,6319881.000
0.3225,0.3221,0.3554,6334835.000
0.3126,0.3403,0.3471,6339507.000
0.3108,0.3419,0.3473,6341017.000
0.3701,0.318,0.3119,6342013.000
0.3701,0.318,0.3119,6344241.000
0.3797,0.333,0.2873,6348945.000
0.3637,0.3555,0.2808,6358559.000
0.3637,0.3555,0.2808,6363133.000
0.3292,0.3651,0.3057,6368157.000
0.3859,0.3157,0.2984,6406783.000
0.3965,0.3114,0.2921,6411558.000
0.3363,0.3602,0.3035,6411900.000
0.3362,0.3504,0.3134,6414923.000
0.3362,0.3504,0.3134,6417730.000
0.3362,0.3504,0.3134,6420220.000
0.3362,0.3504,0.3134,6434614.000
0.3362,0.3504,0.3134,6443851.000
0.3358,0.3566,0.3076,6457441.000
0.396,0.3078,0.2962,6457546.000
0.396,0.3078,0.2962,6485593.000
0.4022,0.322,0.2758,6488571.000
0.4047,0.323,0.2723,6489801.000
0.4194,0.3122,0.2684,6511796.000
0.4281,0.3094,0.2625,6526264.000
0.4374,0.2957,0.2669,6539147.000
0.4216,0.3183,0.2601,6546356.000
0.4336,0.2883,0.2781,6555323.000
0.4372,0.3113,0.2515,6558493.000
0.4336,0.2883,0.2781,6573186.000
0.4218,0.2788,0.2994,6578305.000
0.4218,0.2788,0.2994,6582592.000
0.4218,0.2788,0.2994,6583126.000
0.3518,0.385,0.2632,6586803.000
0.3518,0.385,0.2632,6592333.000
0.3518,0.385,0.2632,6592554.000
0.3518,0.385,0.2632,6595300.000
0.338,0.3692,0.2928,6599014.000
0.3032,0.478,0.2188,6601130.000
0.2808,0.4988,0.2204,6601865.000
0.2808,0.4988,0.2204,6611772.000
0.2808,0.4988,0.2204,6614860.000
0.2808,0.4988,0.2204,6619904.000
0.2726,0.5212,0.2062,6630187.000
0.2726,0.5212,0.2062,6636898.000
0.2838,0.4668,0.2494,6660380.000
0.2922,0.4738,0.234,6684502.000
0.3062,0.3172,0.3766,6685463.000
