T1,T2,T3,position
0.2633,0.2552,0.4815,1368024.000
0.2633,0.2552,0.4815,1397454.000
0.2263,0.2442,0.5295,1402249.000
0.2323,0.2332,0.5345,1427066.000
0.2559,0.2686,0.4755,1427561.000
0.3192,0.2398,0.441,1432480.000
0.3192,0.2398,0.441,1433065.000
0.3745,0.2645,0.361,1434544.000
0.3745,0.2645,0.361,1465955.000
0.3675,0.2525,0.38,1470685.000
0.3675,0.2525,0.38,1473114.000
0.3645,0.2505,0.385,1473460.000
0.3846,0.2564,0.359,1479089.000
0.3846,0.2564,0.359,1479735.000
0.4264,0.2486,0.325,1484614.000
0.4264,0.2486,0.325,1488175.000
0.3634,0.2836,0.353,1489493.000
0.2987,0.3028,0.3985,1491233.000
0.2987,0.3028,0.3985,1495985.000
0.3076,0.3134,0.379,1498168.000
0.3076,0.3158,0.3766,1515407.000
0.3268,0.2964,0.3768,1516457.000
0.3268,0.2964,0.3768,1540775.000
0.3268,0.2964,0.3768,1551939.000
0.3248,0.2936,0.3816,1556342.000
0.3248,0.2936,0.3816,1559609.000
0.3248,0.2936,0.3816,1562163.000
0.3248,0.2936,0.3816,1562730.000
0.3366,0.2978,0.3656,1571360.000
0.3366,0.2988,0.3646,1576279.000
0.3324,0.2978,0.3698,1581196.000
0.3248,0.2946,0.3806,1586638.000
0.3248,0.2946,0.3806,1588584.000
0.288,0.2905,0.4215,1597263.000
0.288,0.2905,0.4215,1597808.000
0.2831,0.283,0.4339,1603211.000
0.2963,0.3198,0.3839,1611717.000
0.2867,0.2913,0.422,1614408.000
0.3285,0.2873,0.3842,1620465.000
0.3375,0.2823,0.3802,1628530.000
0.4011,0.2897,0.3092,1630359.000
0.4085,0.2692,0.3223,1633474.000
0.41,0.261,0.329,1636362.000
0.3338,0.3209,0.3453,1636438.000
0.3431,0.3173,0.3396,1643088.000
0.3109,0.3375,0.3516,1650807.000
0.297,0.3423,0.3607,1661239.000
0.2981,0.3519,0.35,1677196.000
0.3047,0.3657,0.3296,1680852.000
0.3174,0.3456,0.337,1681768.000
0.2975,0.3554,0.3471,1686655.000
0.3075,0.3649,0.3276,1687572.000
0.3075,0.3649,0.3276,1703652.000
0.3065,0.3639,0.3296,1703929.000
0.3065,0.3639,0.3296,1710418.000
0.3206,0.3402,0.3392,1718433.000
0.3206,0.3402,0.3392,1718781.000
0.3206,0.3402,0.3392,1720193.000
0.3206,0.3402,0.3392,1726799.000
0.3206,0.3402,0.3392,1734532.000
0.3206,0.3402,0.3392,1735933.000
0.3206,0.3402,0.3392,1738517.000
0.3226,0.3422,0.3352,1751942.000
0.3226,0.3422,0.3352,1756142.000
0.3432,0.3536,0.3032,1759793.000
0.3348,0.3684,0.2968,1762480.000
0.3406,0.3582,0.3012,1763210.000
0.3314,0.373,0.2956,1767996.000
0.2818,0.3322,0.386,1795735.000
0.2818,0.3322,0.386,1806125.000
0.2574,0.3106,0.432,1839516.000
0.2694,0.3054,0.4252,1841704.000
0.2546,0.3018,0.4436,1843615.000
0.2492,0.2592,0.4916,1845985.000
0.2584,0.2886,0.453,1851539.000
0.274,0.2926,0.4334,1861482.000
0.2368,0.277,0.4862,1904001.000
0.2338,0.275,0.4912,1914823.000
0.2535,0.282,0.4645,1921882.000
0.2535,0.282,0.4645,1927522.000
0.2985,0.3195,0.382,1939694.000
0.292,0.319,0.389,1943075.000
0.2676,0.3152,0.4172,1948820.000
0.2832,0.3056,0.4112,1954589.000
0.2864,0.3176,0.396,1965135.000
0.2744,0.3316,0.394,1986323.000
0.276,0.3404,0.3836,2037305.000
0.276,0.3404,0.3836,2039741.000
0.3112,0.3308,0.358,2042272.000
0.284,0.3612,0.3548,2052867.000
0.3024,0.354,0.3436,2073396.000
0.282,0.348,0.37,2075358.000
0.282,0.348,0.37,2077819.000
0.2756,0.3408,0.3836,2078511.000
0.2628,0.3384,0.3988,2083037.000
0.2576,0.3508,0.3916,2089147.000
0.2576,0.3508,0.3916,2093220.000
0.2576,0.3508,0.3916,2105730.000
0.2624,0.4108,0.3268,2113033.000
0.2532,0.4156,0.3312,2113506.000
0.2468,0.4226,0.3306,2113517.000
0.2468,0.4226,0.3306,2114953.000
0.2982,0.4584,0.2434,2123337.000
0.3256,0.425,0.2494,2147366.000
0.3556,0.403,0.2414,2153516.000
0.2588,0.4398,0.3014,2168247.000
0.2588,0.4398,0.3014,2170533.000
0.2418,0.4718,0.2864,2173187.000
0.2418,0.4718,0.2864,2175183.000
0.2418,0.4718,0.2864,2179577.000
0.2448,0.4928,0.2624,2181328.000
0.2272,0.5248,0.248,2191813.000
0.2272,0.5248,0.248,2192292.000
0.2728,0.5392,0.188,2208571.000
0.2724,0.554,0.1736,2208779.000
0.2724,0.554,0.1736,2211073.000
0.2724,0.554,0.1736,2213918.000
0.2724,0.554,0.1736,2231105.000
0.3264,0.496,0.1776,2234134.000
0.3268,0.4812,0.192,2238757.000
0.3268,0.4812,0.192,2245262.000
0.3056,0.4784,0.216,2256388.000
0.2656,0.4784,0.256,2257051.000
0.2656,0.4784,0.256,2276805.000
0.2704,0.5072,0.2224,2297245.000
0.2824,0.3792,0.3384,2302864.000
0.2662,0.376,0.3578,2306123.000
0.2398,0.3928,0.3674,2312298.000
0.2038,0.4088,0.3874,2314782.000
0.1976,0.394,0.4084,2324190.000
0.1976,0.394,0.4084,2324550.000
0.1976,0.394,0.4084,2342562.000
0.3628,0.3224,0.3148,2353780.000
0.3628,0.3224,0.3148,2363691.000
0.3618,0.3224,0.3158,2371376.000
0.3578,0.3244,0.3178,2383155.000
0.3499,0.3401,0.31,2405536.000
0.3639,0.3331,0.303,2414488.000
0.3826,0.3524,0.265,2431684.000
0.3826,0.3524,0.265,2433978.000
0.3786,0.3436,0.2778,2442890.000
0.3822,0.3292,0.2886,2449153.000
0.3732,0.3262,0.3006,2467183.000
0.3712,0.3262,0.3026,2477117.000
0.3528,0.344,0.3032,2503484.000
0.3128,0.288,0.3992,2508088.000
0.3168,0.2996,0.3836,2510480.000
0.3288,0.2956,0.3756,2518604.000
0.3216,0.2444,0.434,2521122.000
0.326,0.2208,0.4532,2532651.000
0.3636,0.1696,0.4668,2533340.000
0.3636,0.1636,0.4728,2551978.000
0.4012,0.149,0.4498,2556248.000
0.4072,0.1502,0.4426,2562436.000
0.3917,0.146,0.4623,2563356.000
0.3917,0.146,0.4623,2571272.000
0.3377,0.1377,0.5246,2576326.000
0.311,0.177,0.512,2590842.000
0.311,0.227,0.462,2590890.000
0.3099,0.2019,0.4882,2623354.000
0.3099,0.2019,0.4882,2625047.000
0.2549,0.3519,0.3932,2628293.000
0.2549,0.3519,0.3932,2633861.000
0.2305,0.2771,0.4924,2635837.000
0.2305,0.2771,0.4924,2635916.000
0.2405,0.2711,0.4884,2640551.000
0.2995,0.3183,0.3822,2678876.000
0.2851,0.2897,0.4252,2683253.000
0.2851,0.2897,0.4252,2690255.000
0.2952,0.2804,0.4244,2693394.000
0.3048,0.2652,0.43,2694303.000
0.336,0.2728,0.3912,2700885.000
0.3396,0.272,0.3884,2709543.000
0.3932,0.2224,0.3844,2720229.000
0.3932,0.2224,0.3844,2733804.000
0.3932,0.2224,0.3844,2737996.000
0.3932,0.2224,0.3844,2744448.000
0.3364,0.258,0.4056,2751398.000
0.3364,0.258,0.4056,2751609.000
0.3417,0.25,0.4083,2754764.000
0.3417,0.25,0.4083,2757968.000
0.3417,0.25,0.4083,2777487.000
0.347,0.2588,0.3942,2785006.000
0.3368,0.2764,0.3868,2788992.000
0.3368,0.2764,0.3868,2791167.000
0.2816,0.2102,0.5082,2793608.000
0.2816,0.2102,0.5082,2799610.000
0.2816,0.2102,0.5082,2800046.000
0.2776,0.2102,0.5122,2807446.000
0.2716,0.2192,0.5092,2807863.000
0.2712,0.2284,0.5004,2835580.000
0.2712,0.2284,0.5004,2845113.000
0.2498,0.2242,0.526,2870525.000
0.1982,0.1986,0.6032,2872755.000
0.1982,0.1986,0.6032,2877804.000
0.1982,0.1986,0.6032,2878711.000
0.2006,0.193,0.6064,2882056.000
0.2088,0.1724,0.6188,2883646.000
0.2288,0.1724,0.5988,2886579.000
0.2288,0.1724,0.5988,2891869.000
0.2288,0.1724,0.5988,2892269.000
0.228,0.2428,0.5292,2903041.000
0.228,0.2428,0.5292,2905677.000
0.2444,0.2504,0.5052,2913080.000
0.2352,0.268,0.4968,2916376.000
0.2256,0.2424,0.532,2919321.000
0.256,0.2384,0.5056,2922662.000
0.2562,0.2548,0.489,2938101.000
0.2503,0.2528,0.4969,2943131.000
0.2675,0.319,0.4135,2946448.000
0.2655,0.321,0.4135,2951152.000
0.2665,0.3168,0.4167,2963524.000
0.2665,0.3168,0.4167,2975288.000
0.2656,0.299,0.4354,2987401.000
0.2656,0.299,0.4354,3020734.000
0.2628,0.295,0.4422,3027014.000
0.3012,0.281,0.4178,3027757.000
0.288,0.289,0.423,3033843.000
0.2976,0.2986,0.4038,3043271.000
0.3436,0.2736,0.3828,3047756.000
0.2998,0.2656,0.4346,3052817.000
0.2998,0.2656,0.4346,3058801.000
0.2882,0.261,0.4508,3064736.000
0.2882,0.261,0.4508,3065819.000
0.3102,0.244,0.4458,3071990.000
0.31,0.2486,0.4414,3075867.000
0.31,0.2438,0.4462,3087745.000
0.31,0.2438,0.4462,3122519.000
0.301,0.2438,0.4552,3124413.000
0.274,0.2501,0.4759,3132447.000
0.26,0.2741,0.4659,3162084.000
0.26,0.2741,0.4659,3191167.000
0.3174,0.2483,0.4343,3199307.000
0.377,0.2672,0.3558,3201281.000
0.377,0.2672,0.3558,3217002.000
0.4544,0.2873,0.2583,3220798.000
0.4544,0.2873,0.2583,3222092.000
0.4752,0.257,0.2678,3226272.000
0.434,0.2438,0.3222,3230639.000
0.4544,0.254,0.2916,3245824.000
0.4476,0.2506,0.3018,3259587.000
0.4654,0.2552,0.2794,3262809.000
0.4614,0.2592,0.2794,3274452.000
0.4744,0.2604,0.2652,3295250.000
0.4714,0.2664,0.2622,3305694.000
0.4674,0.2704,0.2622,3312162.000
0.4762,0.2712,0.2526,3322524.000
0.492,0.2786,0.2294,3323942.000
0.492,0.2786,0.2294,3345581.000
0.492,0.2786,0.2294,3357131.000
0.492,0.2786,0.2294,3365380.000
0.512,0.2578,0.2302,3371219.000
0.4782,0.278,0.2438,3383619.000
0.4782,0.278,0.2438,3388440.000
0.4782,0.278,0.2438,3396351.000
0.4782,0.278,0.2438,3398727.000
0.4848,0.2776,0.2376,3399906.000
0.4848,0.2776,0.2376,3403968.000
0.4938,0.268,0.2382,3407676.000
0.5002,0.2776,0.2222,3413596.000
0.4872,0.2732,0.2396,3416356.000
0.4716,0.292,0.2364,3418234.000
0.3876,0.3508,0.2616,3426951.000
0.3876,0.3508,0.2616,3434569.000
0.4392,0.3116,0.2492,3435930.000
0.4452,0.3116,0.2432,3446484.000
0.5562,0.2586,0.1852,3460314.000
0.5168,0.2628,0.2204,3469798.000
0.5176,0.2644,0.218,3475675.000
0.5176,0.2644,0.218,3490618.000
0.5722,0.2588,0.169,3491962.000
0.5688,0.2595,0.1717,3505688.000
0.5654,0.2602,0.1744,3513296.000
0.4754,0.3082,0.2164,3535841.000
0.4754,0.3082,0.2164,3563557.000
0.4722,0.3042,0.2236,3567541.000
0.471,0.3002,0.2288,3576022.000
0.471,0.3002,0.2288,3584657.000
0.471,0.3002,0.2288,3585129.000
0.471,0.3002,0.2288,3594417.000
0.4878,0.301,0.2112,3601630.000
0.4964,0.3046,0.199,3608422.000
0.4974,0.3076,0.195,3610488.000
0.4964,0.3056,0.198,3610599.000
0.4368,0.3431,0.2201,3614317.000
0.4388,0.3416,0.2196,3621613.000
0.4413,0.3346,0.2241,3623740.000
0.4298,0.3571,0.2131,3647127.000
0.4078,0.3781,0.2141,3654015.000
0.4078,0.3781,0.2141,3656780.000
0.3986,0.3893,0.2121,3668429.000
0.3926,0.3973,0.2101,3676729.000
0.3926,0.3973,0.2101,3677672.000
0.3926,0.3973,0.2101,3678997.000
0.4126,0.4028,0.1846,3686840.000
0.5346,0.2608,0.2046,3689860.000
0.3961,0.3423,0.2616,3691129.000
0.4001,0.3353,0.2646,3699712.000
0.4001,0.3353,0.2646,3702194.000
0.4291,0.3573,0.2136,3702595.000
0.4291,0.3573,0.2136,3703013.000
0.4291,0.3573,0.2136,3710238.000
0.4676,0.2708,0.2616,3720082.000
0.4676,0.2708,0.2616,3741481.000
0.4508,0.3038,0.2454,3744699.000
0.429,0.3112,0.2598,3749519.000
0.429,0.3112,0.2598,3761396.000
0.429,0.3112,0.2598,3771555.000
0.4852,0.28,0.2348,3779370.000
0.4852,0.28,0.2348,3790536.000
0.4852,0.28,0.2348,3804703.000
0.4656,0.2892,0.2452,3807109.000
0.4656,0.2892,0.2452,3807760.000
0.394,0.3536,0.2524,3809991.000
0.394,0.3536,0.2524,3810160.000
0.376,0.4024,0.2216,3810612.000
0.3564,0.3964,0.2472,3814920.000
0.3276,0.3856,0.2868,3825485.000
0.3276,0.3856,0.2868,3844907.000
0.348,0.3804,0.2716,3845014.000
0.3252,0.3712,0.3036,3857396.000
0.3252,0.3712,0.3036,3865112.000
0.3252,0.3952,0.2796,3873093.000
0.3252,0.3952,0.2796,3873462.000
0.3252,0.3952,0.2796,3874924.000
0.3172,0.3552,0.3276,3883881.000
0.3136,0.3516,0.3348,3905218.000
0.3376,0.3456,0.3168,3909579.000
0.2864,0.3724,0.3412,3913324.000
0.294,0.378,0.328,3917215.000
0.294,0.378,0.328,3926717.000
0.294,0.378,0.328,3945803.000
0.294,0.378,0.328,3949951.000
0.294,0.378,0.328,3951744.000
0.294,0.378,0.328,3961805.000
0.294,0.378,0.328,3972317.000
0.294,0.378,0.328,3975652.000
0.292,0.378,0.33,3977987.000
0.2872,0.3612,0.3516,3979415.000
0.2992,0.3322,0.3686,3999883.000
0.2932,0.3322,0.3746,4022792.000
0.2996,0.3346,0.3658,4024164.000
0.2996,0.3346,0.3658,4044536.000
0.3072,0.3484,0.3444,4054021.000
0.2992,0.3524,0.3484,4102228.000
0.2992,0.3524,0.3484,4103550.000
0.2968,0.351,0.3522,4104834.000
0.2938,0.3658,0.3404,4112575.000
0.2962,0.3672,0.3366,4115699.000
0.2913,0.3423,0.3664,4120021.000
0.2923,0.3563,0.3514,4120407.000
0.2923,0.3563,0.3514,4123907.000
0.2923,0.3563,0.3514,4145434.000
0.3668,0.3538,0.2794,4159428.000
0.3668,0.3538,0.2794,4174442.000
0.3668,0.3538,0.2794,4174514.000
0.3776,0.333,0.2894,4176220.000
0.3776,0.333,0.2894,4182548.000
0.3341,0.3585,0.3074,4185173.000
0.3133,0.3411,0.3456,4200706.000
0.3076,0.3408,0.3516,4200813.000
0.3076,0.3408,0.3516,4203993.000
0.3076,0.3408,0.3516,4225829.000
0.3076,0.3408,0.3516,4229373.000
0.3076,0.3408,0.3516,4237656.000
0.3036,0.3448,0.3516,4239133.000
0.3036,0.3448,0.3516,4246248.000
0.3155,0.3497,0.3348,4254970.000
0.3317,0.335,0.3333,4258874.000
0.3692,0.2945,0.3363,4268441.000
0.3702,0.2879,0.3419,4291901.000
0.3766,0.2724,0.351,4292433.000
0.3766,0.2724,0.351,4296798.000
0.3766,0.2724,0.351,4303601.000
0.2448,0.3872,0.368,4304967.000
0.2468,0.3872,0.366,4308820.000
0.2452,0.3988,0.356,4309994.000
0.2564,0.3876,0.356,4313287.000
0.258,0.386,0.356,4330496.000
0.309,0.335,0.356,4343471.000
0.2668,0.3436,0.3896,4344395.000
0.2542,0.3784,0.3674,4345836.000
0.2286,0.3848,0.3866,4369115.000
0.2318,0.372,0.3962,4379182.000
0.2483,0.348,0.4037,4389484.000
0.2483,0.348,0.4037,4393615.000
0.2483,0.348,0.4037,4404481.000
0.2483,0.351,0.4007,4409467.000
0.2483,0.351,0.4007,4413082.000
0.2155,0.4568,0.3277,4428925.000
0.2165,0.4041,0.3794,4432752.000
0.2326,0.3783,0.3891,4433654.000
0.2555,0.3639,0.3806,4435296.000
0.2708,0.3618,0.3674,4438251.000
0.2878,0.3548,0.3574,4442192.000
0.2739,0.3553,0.3708,4448619.000
0.2698,0.3238,0.4064,4479401.000
0.2795,0.3014,0.4191,4481996.000
0.2795,0.3014,0.4191,4490063.000
0.2795,0.3014,0.4191,4491923.000
0.2815,0.3004,0.4181,4513083.000
0.3059,0.297,0.3971,4522141.000
0.3203,0.3254,0.3543,4522991.000
0.3068,0.353,0.3402,4528818.000
0.31,0.3466,0.3434,4551294.000
0.31,0.3466,0.3434,4552978.000
0.3436,0.3706,0.2858,4558730.000
0.3436,0.3706,0.2858,4568925.000
0.3676,0.3418,0.2906,4580796.000
0.3762,0.3416,0.2822,4580986.000
0.3602,0.3452,0.2946,4583644.000
0.3602,0.3452,0.2946,4586035.000
0.3746,0.3392,0.2862,4586795.000
0.367,0.3336,0.2994,4587938.000
0.367,0.3336,0.2994,4588413.000
0.3622,0.3392,0.2986,4592350.000
0.3887,0.3255,0.2858,4594726.000
0.3803,0.3171,0.3026,4610426.000
0.3377,0.3335,0.3288,4612675.000
0.3377,0.3335,0.3288,4626008.000
0.3453,0.3333,0.3214,4632857.000
0.3453,0.3333,0.3214,4633973.000
0.3361,0.3523,0.3116,4647866.000
0.3126,0.3756,0.3118,4649399.000
0.3126,0.3756,0.3118,4654360.000
0.3126,0.3756,0.3118,4659818.000
0.315,0.3756,0.3094,4672495.000
0.315,0.3756,0.3094,4676536.000
0.2978,0.4252,0.277,4694052.000
0.2808,0.4592,0.26,4720455.000
0.2776,0.4696,0.2528,4734213.000
0.2848,0.4592,0.256,4749435.000
0.2848,0.4592,0.256,4794378.000
0.2884,0.454,0.2576,4797849.000
0.2872,0.4856,0.2272,4814684.000
0.284,0.496,0.22,4819154.000
0.284,0.496,0.22,4822112.000
0.2813,0.4882,0.2305,4841942.000
0.2925,0.4778,0.2297,4842286.000
0.3348,0.3952,0.27,4843018.000
0.3248,0.4152,0.26,4849442.000
0.3306,0.4106,0.2588,4850991.000
0.33,0.384,0.286,4853911.000
0.336,0.374,0.29,4867793.000
0.36,0.3805,0.2595,4885973.000
0.352,0.3725,0.2755,4896811.000
0.3448,0.3641,0.2911,4901241.000
0.3184,0.3625,0.3191,4937416.000
0.3252,0.3561,0.3187,4937921.000
0.326,0.3548,0.3192,4941350.000
0.326,0.3548,0.3192,4952213.000
0.3338,0.348,0.3182,4955114.000
0.3338,0.348,0.3182,4963227.000
0.327,0.3732,0.2998,4968600.000
0.327,0.3732,0.2998,4972565.000
0.3122,0.3964,0.2914,4982627.000
0.3122,0.3964,0.2914,4982758.000
0.3006,0.3604,0.339,4992468.000
0.2832,0.3758,0.341,4994551.000
0.2793,0.3704,0.3503,5021775.000
0.3008,0.3594,0.3398,5028578.000
0.309,0.3635,0.3275,5030573.000
0.3198,0.3737,0.3065,5031805.000
0.2822,0.4242,0.2936,5042097.000
0.277,0.3874,0.3356,5044132.000
0.2682,0.3898,0.342,5057410.000
0.2682,0.3898,0.342,5070684.000
0.2682,0.3898,0.342,5072596.000
0.2852,0.3778,0.337,5075158.000
0.2602,0.3898,0.35,5078948.000
0.2966,0.3742,0.3292,5079581.000
0.2924,0.366,0.3416,5079752.000
0.2816,0.3768,0.3416,5086664.000
0.3206,0.3518,0.3276,5088708.000
0.3632,0.3286,0.3082,5091007.000
0.3272,0.3346,0.3382,5127534.000
0.3252,0.3346,0.3402,5133567.000
0.3252,0.3346,0.3402,5133856.000
0.3066,0.3538,0.3396,5141881.000
0.3066,0.3538,0.3396,5149922.000
0.3036,0.3448,0.3516,5160164.000
0.2942,0.3246,0.3812,5178157.000
0.2942,0.3246,0.3812,5183563.000
0.3214,0.2942,0.3844,5186897.000
0.2844,0.2982,0.4174,5192027.000
0.2844,0.2982,0.4174,5218045.000
0.2844,0.2982,0.4174,5245430.000
0.2844,0.3142,0.4014,5262584.000
0.2948,0.2828,0.4224,5264667.000
0.2984,0.2802,0.4214,5272568.000
0.2896,0.2534,0.457,5272855.000
0.2896,0.2534,0.457,5291012.000
0.2896,0.2534,0.457,5299026.000
0.29,0.2848,0.4252,5302506.000
0.29,0.2848,0.4252,5303710.000
0.2686,0.2664,0.465,5303844.000
0.2686,0.2664,0.465,5312115.000
0.2686,0.2664,0.465,5315561.000
0.231,0.3048,0.4642,5316617.000
0.2068,0.2938,0.4994,5329750.000
0.1764,0.2974,0.5262,5335063.000
0.1764,0.2974,0.5262,5337885.000
0.1804,0.2894,0.5302,5338743.000
0.1804,0.2894,0.5302,5343847.000
0.1332,0.1842,0.6826,5345857.000
0.1332,0.1842,0.6826,5347705.000
0.1448,0.1902,0.665,5359470.000
0.1448,0.1902,0.665,5363075.000
0.2588,0.2858,0.4554,5363677.000
0.2588,0.2858,0.4554,5369735.000
0.2588,0.2858,0.4554,5376965.000
0.2588,0.2858,0.4554,5378739.000
0.2628,0.2898,0.4474,5383451.000
0.3006,0.2808,0.4186,5395962.000
0.3006,0.2808,0.4186,5399023.000
0.2895,0.2774,0.4331,5400158.000
0.3033,0.2874,0.4093,5404573.000
0.325,0.2968,0.3782,5409877.000
0.3418,0.279,0.3792,5417933.000
0.3232,0.27,0.4068,5437696.000
0.2976,0.2826,0.4198,5457575.000
0.2246,0.2722,0.5032,5457686.000
0.2276,0.2762,0.4962,5461745.000
0.2492,0.3254,0.4254,5476465.000
0.2306,0.3434,0.426,5477553.000
0.2492,0.3254,0.4254,5477565.000
0.207,0.2984,0.4946,5480083.000
0.207,0.2984,0.4946,5485555.000
0.1998,0.3448,0.4554,5486175.000
0.2628,0.3242,0.413,5493580.000
0.2524,0.3224,0.4252,5514965.000
0.2524,0.3224,0.4252,5523431.000
0.2256,0.3624,0.412,5530124.000
0.2256,0.3624,0.412,5562638.000
0.2256,0.3624,0.412,5563451.000
0.2256,0.3624,0.412,5566411.000
0.2256,0.3624,0.412,5566515.000
0.2256,0.3624,0.412,5569735.000
0.2256,0.3624,0.412,5578149.000
0.241,0.4025,0.3565,5581265.000
0.241,0.4025,0.3565,5586151.000
0.247,0.4115,0.3415,5586732.000
0.247,0.4115,0.3415,5595126.000
