T1,T2,T3,position
0.3605,0.2525,0.387,1365340.000
0.3605,0.2525,0.387,1368322.000
0.3785,0.2165,0.405,1376334.000
0.3755,0.2675,0.357,1376890.000
0.3755,0.2675,0.357,1381968.000
0.3635,0.286,0.3505,1400268.000
0.3615,0.292,0.3465,1404129.000
0.363,0.303,0.334,1413128.000
0.359,0.302,0.339,1437753.000
0.359,0.302,0.339,1441312.000
0.3677,0.3136,0.3187,1448678.000
0.3677,0.3136,0.3187,1448836.000
0.3677,0.3136,0.3187,1457180.000
0.3677,0.3136,0.3187,1486437.000
0.3677,0.3136,0.3187,1514722.000
0.3677,0.3136,0.3187,1533185.000
0.3677,0.3136,0.3187,1536195.000
0.3677,0.3136,0.3187,1541289.000
0.3677,0.3136,0.3187,1555797.000
0.3677,0.3136,0.3187,1556754.000
0.3677,0.3136,0.3187,1557280.000
0.3677,0.3136,0.3187,1564983.000
0.3677,0.3136,0.3187,1573284.000
0.3927,0.2986,0.3087,1599666.000
0.3945,0.2905,0.315,1605563.000
0.3795,0.3125,0.308,1634138.000
0.4002,0.294,0.3058,1634143.000
0.4034,0.29,0.3066,1671554.000
0.4154,0.26,0.3246,1675207.000
0.4058,0.2626,0.3316,1678616.000
0.3864,0.2658,0.3478,1694367.000
0.3864,0.2658,0.3478,1697451.000
0.3988,0.265,0.3362,1715477.000
0.4486,0.2634,0.288,1731065.000
0.4496,0.2664,0.284,1736415.000
0.465,0.248,0.287,1746382.000
0.4352,0.278,0.2868,1761123.000
0.3938,0.2968,0.3094,1778748.000
0.3872,0.3084,0.3044,1795648.000
0.3872,0.3084,0.3044,1799218.000
0.4132,0.3104,0.2764,1801586.000
0.4132,0.3104,0.2764,1801823.000
0.4068,0.3061,0.2871,1822953.000
0.4268,0.2971,0.2761,1827378.000
0.4462,0.2707,0.2831,1830004.000
0.5218,0.2266,0.2516,1843485.000
0.5228,0.2276,0.2496,1851746.000
0.4476,0.2578,0.2946,1856890.000
0.4388,0.2602,0.301,1879072.000
0.4398,0.2616,0.2986,1884566.000
0.4398,0.2616,0.2986,1886776.000
0.4488,0.2495,0.3017,1897429.000
0.4478,0.2505,0.3017,1933101.000
0.4522,0.2493,0.2985,1949076.000
0.4582,0.2342,0.3076,1949817.000
0.4582,0.2342,0.3076,1952321.000
0.4532,0.2493,0.2975,1955065.000
0.4532,0.2493,0.2975,1955464.000
0.4212,0.2171,0.3617,1961750.000
0.4212,0.2171,0.3617,1964992.000
0.4197,0.2184,0.3619,1980775.000
0.4161,0.2231,0.3608,1983905.000
0.3283,0.239,0.4327,1984178.000
0.2899,0.2682,0.4419,1992358.000
0.2797,0.2748,0.4455,2006802.000
0.2817,0.2748,0.4435,2010521.000
0.2817,0.2748,0.4435,2021186.000
0.284,0.2933,0.4227,2027590.000
0.284,0.2933,0.4227,2031951.000
0.3088,0.299,0.3922,2052232.000
0.4438,0.2742,0.282,2055420.000
0.4438,0.2742,0.282,2059757.000
0.4092,0.3344,0.2564,2062668.000
0.3962,0.3152,0.2886,2100426.000
0.3616,0.3544,0.284,2100886.000
0.3616,0.3544,0.284,2108840.000
0.4186,0.3178,0.2636,2116870.000
0.393,0.311,0.296,2135316.000
0.393,0.311,0.296,2137935.000
0.3844,0.3748,0.2408,2174719.000
0.3814,0.3768,0.2418,2179494.000
0.3605,0.4195,0.22,2196314.000
0.3515,0.4377,0.2108,2204846.000
0.3371,0.4349,0.228,2230793.000
0.3416,0.4404,0.218,2233248.000
0.3869,0.3921,0.221,2249190.000
0.3949,0.3853,0.2198,2263471.000
0.3949,0.3853,0.2198,2271086.000
0.3765,0.3845,0.239,2275131.000
0.3765,0.3845,0.239,2275746.000
0.3783,0.3713,0.2504,2286317.000
0.3848,0.3378,0.2774,2287405.000
0.375,0.34,0.285,2292062.000
0.375,0.34,0.285,2297964.000
0.375,0.34,0.285,2313249.000
0.4094,0.3384,0.2522,2328562.000
0.4152,0.3375,0.2473,2342195.000
0.3846,0.314,0.3014,2346481.000
0.3954,0.279,0.3256,2366756.000
0.4062,0.224,0.3698,2371185.000
0.3518,0.318,0.3302,2371205.000
0.3268,0.2984,0.3748,2374151.000
0.3252,0.2764,0.3984,2377109.000
0.3316,0.299,0.3694,2393573.000
0.3316,0.299,0.3694,2397623.000
0.3437,0.287,0.3693,2399774.000
0.415,0.2325,0.3525,2402381.000
0.415,0.2325,0.3525,2402978.000
0.415,0.2325,0.3525,2412004.000
0.46,0.235,0.305,2413720.000
0.457,0.244,0.299,2414397.000
0.457,0.244,0.299,2416192.000
0.457,0.244,0.299,2421171.000
0.401,0.251,0.348,2427402.000
0.417,0.251,0.332,2434961.000
0.4006,0.2796,0.3198,2436277.000
0.4006,0.2796,0.3198,2440754.000
0.3918,0.3028,0.3054,2442980.000
0.3918,0.3028,0.3054,2451686.000
0.4096,0.2796,0.3108,2454617.000
0.446,0.286,0.268,2462343.000
0.446,0.286,0.268,2466735.000
0.446,0.286,0.268,2472630.000
0.454,0.278,0.268,2521094.000
0.444,0.288,0.268,2544178.000
0.444,0.294,0.262,2551644.000
0.444,0.294,0.262,2568130.000
0.43,0.33,0.24,2573581.000
0.43,0.33,0.24,2581712.000
0.44,0.322,0.238,2583316.000
0.44,0.322,0.238,2585101.000
0.4746,0.2872,0.2382,2587368.000
0.4814,0.2532,0.2654,2590717.000
0.479,0.258,0.263,2597991.000
0.3585,0.365,0.2765,2598497.000
0.458,0.276,0.266,2601051.000
0.461,0.283,0.256,2601900.000
0.391,0.343,0.266,2631608.000
0.4055,0.3585,0.236,2639454.000
0.4025,0.3755,0.222,2651647.000
0.3905,0.3755,0.234,2654477.000
0.3838,0.3618,0.2544,2658947.000
0.3838,0.3618,0.2544,2685183.000
0.375,0.3594,0.2656,2692518.000
0.3766,0.3524,0.271,2697668.000
0.409,0.2972,0.2938,2699272.000
0.409,0.2972,0.2938,2703646.000
0.3798,0.3084,0.3118,2711856.000
0.363,0.3216,0.3154,2720902.000
0.335,0.3276,0.3374,2736166.000
0.335,0.3276,0.3374,2736928.000
0.335,0.3276,0.3374,2738999.000
0.315,0.25,0.435,2750781.000
0.315,0.25,0.435,2754451.000
0.26,0.257,0.483,2765071.000
0.2576,0.2722,0.4702,2766722.000
0.2576,0.2722,0.4702,2769167.000
0.265,0.312,0.423,2773297.000
0.2774,0.3084,0.4142,2784917.000
0.2774,0.3084,0.4142,2788368.000
0.2664,0.3148,0.4188,2791361.000
0.2758,0.3134,0.4108,2805676.000
0.244,0.332,0.424,2816468.000
0.3112,0.3084,0.3804,2819925.000
0.3112,0.3084,0.3804,2831226.000
0.2914,0.3174,0.3912,2835355.000
0.2918,0.3162,0.392,2836144.000
0.3386,0.2898,0.3716,2841872.000
0.3194,0.2862,0.3944,2856490.000
0.4386,0.243,0.3184,2858744.000
0.4386,0.243,0.3184,2859110.000
0.4386,0.243,0.3184,2866579.000
0.4386,0.243,0.3184,2879957.000
0.4538,0.239,0.3072,2883171.000
0.4538,0.239,0.3072,2885784.000
0.393,0.2694,0.3376,2891673.000
0.393,0.2694,0.3376,2893824.000
0.393,0.2694,0.3376,2899413.000
0.3706,0.2762,0.3532,2913383.000
0.365,0.2754,0.3596,2918185.000
0.365,0.2754,0.3596,2920912.000
0.3594,0.3186,0.322,2921960.000
0.3342,0.3326,0.3332,2924868.000
0.3708,0.2786,0.3506,2931087.000
0.372,0.2732,0.3548,2934428.000
0.3676,0.2744,0.358,2934447.000
0.3666,0.2559,0.3775,2942656.000
0.3662,0.2611,0.3727,2945258.000
0.3562,0.2711,0.3727,2945856.000
0.3382,0.2891,0.3727,2948614.000
0.332,0.3066,0.3614,2961146.000
0.328,0.2988,0.3732,2961894.000
0.3346,0.3186,0.3468,2963956.000
0.3346,0.3186,0.3468,2975812.000
0.333,0.321,0.346,2980636.000
0.283,0.317,0.4,2984284.000
0.302,0.35,0.348,2984340.000
0.302,0.344,0.354,2985511.000
0.2912,0.3824,0.3264,3004299.000
0.3096,0.3488,0.3416,3044029.000
0.3096,0.3488,0.3416,3050705.000
0.3102,0.348,0.3418,3050810.000
0.3162,0.346,0.3378,3052420.000
0.3114,0.35,0.3386,3064496.000
0.3114,0.35,0.3386,3069145.000
0.2974,0.356,0.3466,3088101.000
0.3134,0.3126,0.374,3088971.000
0.2926,0.378,0.3294,3089660.000
0.2926,0.378,0.3294,3090006.000
0.3439,0.3474,0.3087,3101393.000
0.3551,0.3345,0.3104,3106968.000
0.3737,0.3168,0.3095,3114335.000
0.3872,0.3036,0.3092,3117670.000
0.4168,0.2858,0.2974,3120423.000
0.4168,0.2858,0.2974,3124951.000
0.421,0.275,0.304,3128157.000
0.383,0.273,0.344,3130337.000
0.358,0.258,0.384,3134433.000
0.358,0.258,0.384,3160289.000
0.358,0.258,0.384,3196740.000
0.354,0.28,0.366,3196853.000
0.354,0.28,0.366,3199795.000
0.344,0.2985,0.3575,3204733.000
0.3625,0.286,0.3515,3205872.000
0.3815,0.2785,0.34,3210837.000
0.3745,0.2675,0.358,3225641.000
0.3876,0.2606,0.3518,3240236.000
0.3876,0.2616,0.3508,3245668.000
0.3876,0.2644,0.348,3249694.000
0.3876,0.2616,0.3508,3255080.000
0.4158,0.2478,0.3364,3256590.000
0.4088,0.2476,0.3436,3260982.000
0.4088,0.2476,0.3436,3266317.000
0.4076,0.2508,0.3416,3271017.000
0.4046,0.2526,0.3428,3280018.000
0.3606,0.2637,0.3757,3299086.000
0.3766,0.2699,0.3535,3303362.000
0.33,0.2921,0.3779,3305787.000
0.33,0.2921,0.3779,3307359.000
0.3362,0.291,0.3728,3307731.000
0.3412,0.2826,0.3762,3310584.000
0.3412,0.2826,0.3762,3331603.000
0.3412,0.2826,0.3762,3335407.000
0.3322,0.2632,0.4046,3337393.000
0.3364,0.2674,0.3962,3343254.000
0.3334,0.2694,0.3972,3346910.000
0.3632,0.2572,0.3796,3361238.000
0.3684,0.2704,0.3612,3364169.000
0.3724,0.2664,0.3612,3364785.000
0.3634,0.2814,0.3552,3368632.000
0.3804,0.2804,0.3392,3376117.000
0.3804,0.2804,0.3392,3378727.000
0.386,0.284,0.33,3385558.000
0.384,0.286,0.33,3387207.000
0.3716,0.2616,0.3668,3392825.000
0.4852,0.2032,0.3116,3418498.000
0.538,0.172,0.29,3419976.000
0.538,0.172,0.29,3420999.000
0.538,0.172,0.29,3427353.000
0.57,0.157,0.273,3428317.000
0.57,0.157,0.273,3441789.000
0.57,0.157,0.273,3444958.000
0.51,0.179,0.311,3447493.000
0.512,0.178,0.31,3451845.000
0.512,0.178,0.31,3465106.000
0.4,0.244,0.356,3470758.000
0.337,0.243,0.42,3474156.000
0.353,0.249,0.398,3479606.000
0.309,0.299,0.392,3483255.000
0.309,0.299,0.392,3499721.000
0.309,0.299,0.392,3505630.000
0.309,0.299,0.392,3515479.000
0.309,0.299,0.392,3520230.000
0.318,0.279,0.403,3520527.000
0.3356,0.2966,0.3678,3537237.000
0.3356,0.2966,0.3678,3539076.000
0.3356,0.2966,0.3678,3569038.000
0.376,0.2758,0.3482,3583533.000
0.376,0.2758,0.3482,3596368.000
0.352,0.287,0.361,3596396.000
0.368,0.283,0.349,3598315.000
0.368,0.283,0.349,3600622.000
0.368,0.283,0.349,3609901.000
0.372,0.255,0.373,3610523.000
0.408,0.235,0.357,3626946.000
0.4264,0.2314,0.3422,3630029.000
0.4264,0.2314,0.3422,3641918.000
0.4264,0.2314,0.3422,3656741.000
0.4264,0.2314,0.3422,3670694.000
0.4264,0.2314,0.3422,3695898.000
0.4264,0.2314,0.3422,3715997.000
0.41,0.241,0.349,3728103.000
0.41,0.241,0.349,3729091.000
0.41,0.241,0.349,3731730.000
0.41,0.241,0.349,3732472.000
0.4244,0.2342,0.3414,3733257.000
0.3574,0.2402,0.4024,3749138.000
0.3486,0.2522,0.3992,3758704.000
0.3486,0.2522,0.3992,3766657.000
0.3326,0.257,0.4104,3771868.000
0.3082,0.2946,0.3972,3773539.000
0.3082,0.2946,0.3972,3783019.000
0.3036,0.2838,0.4126,3791187.000
0.2996,0.2918,0.4086,3795653.000
0.2892,0.2406,0.4702,3799318.000
0.297,0.235,0.468,3803439.000
0.293,0.206,0.501,3813823.000
0.288,0.18,0.532,3815592.000
0.284,0.18,0.536,3819898.000
0.28,0.18,0.54,3833140.000
0.3022,0.2202,0.4776,3833690.000
0.3022,0.2202,0.4776,3835835.000
0.3022,0.2202,0.4776,3841031.000
0.308,0.237,0.455,3864815.000
0.3435,0.289,0.3675,3865928.000
0.3545,0.275,0.3705,3874154.000
0.344,0.278,0.378,3875195.000
0.365,0.272,0.363,3882153.000
0.365,0.272,0.363,3888012.000
0.364,0.269,0.367,3888195.000
0.4574,0.2582,0.2844,3902333.000
0.4574,0.2582,0.2844,3907638.000
0.4574,0.2582,0.2844,3907663.000
0.4475,0.263,0.2895,3917901.000
0.4475,0.263,0.2895,3924431.000
0.4475,0.263,0.2895,3925967.000
0.4475,0.263,0.2895,3942860.000
0.4385,0.275,0.2865,3948072.000
0.4385,0.275,0.2865,3952313.000
0.3885,0.301,0.3105,3960817.000
0.4043,0.2836,0.3121,3961316.000
0.389,0.275,0.336,3975041.000
0.389,0.275,0.336,3975542.000
0.393,0.271,0.336,3978929.000
0.386,0.268,0.346,3994731.000
0.386,0.268,0.346,4001443.000
0.386,0.268,0.346,4005180.000
0.393,0.271,0.336,4006918.000
0.384,0.262,0.354,4034943.000
0.384,0.262,0.354,4060796.000
0.382,0.282,0.336,4064292.000
0.358,0.306,0.336,4091737.000
0.404,0.26,0.336,4097899.000
0.38,0.284,0.336,4102340.000
0.428,0.236,0.336,4103867.000
0.406,0.243,0.351,4109284.000
0.322,0.264,0.414,4112029.000
0.322,0.264,0.414,4122087.000
0.2932,0.2352,0.4716,4141114.000
0.286,0.228,0.486,4149282.000
0.292,0.216,0.492,4152987.000
0.3004,0.2214,0.4782,4160958.000
0.307,0.27,0.423,4168241.000
0.307,0.27,0.423,4175080.000
0.247,0.29,0.463,4176960.000
0.247,0.29,0.463,4178574.000
0.247,0.29,0.463,4186432.000
0.247,0.29,0.463,4191485.000
0.232,0.243,0.525,4191550.000
0.232,0.243,0.525,4193841.000
0.23,0.251,0.519,4197499.000
0.197,0.253,0.55,4209892.000
0.197,0.253,0.55,4213331.000
0.188,0.262,0.55,4214335.000
0.188,0.262,0.55,4228003.000
0.286,0.136,0.578,4252768.000
0.4396,0.2132,0.3472,4269955.000
0.464,0.252,0.284,4275054.000
0.378,0.314,0.308,4284259.000
0.378,0.314,0.308,4288386.000
0.378,0.314,0.308,4288879.000
0.3456,0.3518,0.3026,4296427.000
0.3384,0.3554,0.3062,4317744.000
0.3384,0.3554,0.3062,4325270.000
0.3384,0.3554,0.3062,4333306.000
0.3384,0.3554,0.3062,4336453.000
0.3384,0.3554,0.3062,4339867.000
0.4038,0.3222,0.274,4342727.000
0.4282,0.307,0.2648,4379554.000
0.502,0.2294,0.2686,4395561.000
0.502,0.2294,0.2686,4403152.000
0.4769,0.2493,0.2738,4421518.000
0.4795,0.2475,0.273,4421579.000
0.4795,0.2475,0.273,4432812.000
0.4413,0.2353,0.3234,4434458.000
0.4413,0.2353,0.3234,4441509.000
0.4824,0.2331,0.2845,4479419.000
0.4636,0.2502,0.2862,4483048.000
0.4633,0.2391,0.2976,4483162.000
0.4593,0.2471,0.2936,4483837.000
0.4103,0.2841,0.3056,4485541.000
0.4103,0.2841,0.3056,4503044.000
0.4103,0.2841,0.3056,4514969.000
0.4265,0.2859,0.2876,4516767.000
0.4361,0.2817,0.2822,4540878.000
0.4361,0.2817,0.2822,4562851.000
0.4361,0.2837,0.2802,4577746.000
0.4361,0.2837,0.2802,4584895.000
0.4073,0.2963,0.2964,4590584.000
0.4073,0.2963,0.2964,4597694.000
0.4086,0.2998,0.2916,4610197.000
0.3878,0.3094,0.3028,4628295.000
0.381,0.309,0.31,4634027.000
0.34,0.3758,0.2842,4636069.000
0.369,0.3758,0.2552,4655433.000
0.4042,0.3182,0.2776,4664668.000
0.4042,0.3182,0.2776,4665380.000
0.4009,0.3163,0.2828,4682592.000
0.4059,0.3195,0.2746,4703505.000
0.3804,0.335,0.2846,4704584.000
0.3594,0.367,0.2736,4715688.000
0.3834,0.336,0.2806,4715978.000
0.3674,0.348,0.2846,4716782.000
0.3674,0.348,0.2846,4718181.000
0.3542,0.3614,0.2844,4721275.000
0.3542,0.3614,0.2844,4734925.000
0.3562,0.3594,0.2844,4748380.000
0.3562,0.3594,0.2844,4767178.000
0.3775,0.3551,0.2674,4792847.000
0.3775,0.3551,0.2674,4793646.000
0.3775,0.3551,0.2674,4804242.000
0.3775,0.3551,0.2674,4809322.000
0.3918,0.3494,0.2588,4820083.000
0.3792,0.362,0.2588,4824357.000
0.3718,0.3467,0.2815,4844094.000
0.3347,0.3728,0.2925,4848916.000
0.332,0.3842,0.2838,4849309.000
0.3176,0.4372,0.2452,4867041.000
0.3026,0.4356,0.2618,4878944.000
0.328,0.4568,0.2152,4885944.000
0.3328,0.4494,0.2178,4889663.000
0.3328,0.4494,0.2178,4909627.000
0.3328,0.4494,0.2178,4918497.000
0.3328,0.4494,0.2178,4920948.000
0.3272,0.4502,0.2226,4935464.000
0.3272,0.4502,0.2226,4937692.000
0.2784,0.4926,0.229,4954952.000
0.2832,0.465,0.2518,4955851.000
0.3004,0.4322,0.2674,4986520.000
0.3104,0.4218,0.2678,4994151.000
0.3104,0.4218,0.2678,5002777.000
0.3379,0.3651,0.297,5005696.000
0.3503,0.3619,0.2878,5015015.000
0.3584,0.3554,0.2862,5019145.000
0.3503,0.3619,0.2878,5020106.000
0.3495,0.3721,0.2784,5042236.000
0.3517,0.368,0.2803,5049727.000
0.3517,0.368,0.2803,5052512.000
0.3517,0.368,0.2803,5057343.000
0.3517,0.368,0.2803,5062696.000
0.3669,0.3562,0.2769,5063674.000
0.3823,0.3501,0.2676,5073208.000
0.3823,0.3501,0.2676,5073890.000
0.3522,0.3789,0.2689,5076575.000
0.3522,0.3789,0.2689,5082898.000
0.408,0.3159,0.2761,5090097.000
0.3826,0.3425,0.2749,5111666.000
0.3826,0.3425,0.2749,5122400.000
0.3826,0.3425,0.2749,5128876.000
0.3826,0.3425,0.2749,5131836.000
0.4242,0.2762,0.2996,5135554.000
0.3715,0.3272,0.3013,5143415.000
0.3715,0.3272,0.3013,5144059.000
0.3756,0.3535,0.2709,5147699.000
0.3756,0.3535,0.2709,5149521.000
0.3458,0.3906,0.2636,5151754.000
0.3638,0.3504,0.2858,5154888.000
0.3904,0.3314,0.2782,5158551.000
0.3998,0.339,0.2612,5163143.000
0.3998,0.339,0.2612,5164895.000
0.3998,0.339,0.2612,5179210.000
0.4344,0.3096,0.256,5187024.000
0.4187,0.3298,0.2515,5189563.000
0.4187,0.3248,0.2565,5191468.000
0.404,0.3436,0.2524,5193458.000
0.3748,0.3432,0.282,5209668.000
0.3748,0.3432,0.282,5218557.000
0.4006,0.3276,0.2718,5225214.000
0.4106,0.3276,0.2618,5234517.000
0.4086,0.3336,0.2578,5252095.000
0.4086,0.3336,0.2578,5264177.000
0.3956,0.3493,0.2551,5268807.000
0.4022,0.3421,0.2557,5272149.000
0.4026,0.3477,0.2497,5272258.000
0.4396,0.3038,0.2566,5273201.000
0.4396,0.3038,0.2566,5276715.000
0.4396,0.3038,0.2566,5286111.000
0.4298,0.3154,0.2548,5295551.000
0.4284,0.3102,0.2614,5313229.000
0.4284,0.3102,0.2614,5314204.000
0.399,0.325,0.276,5322720.000
0.4118,0.325,0.2632,5322997.000
0.4338,0.3358,0.2304,5326727.000
0.3898,0.4,0.2102,5330328.000
0.4198,0.381,0.1992,5337349.000
0.3688,0.4402,0.191,5338218.000
0.3696,0.4444,0.186,5351367.000
0.3006,0.4724,0.227,5353217.000
0.2586,0.4744,0.267,5356306.000
0.2165,0.5136,0.2699,5369050.000
0.2165,0.5136,0.2699,5374002.000
0.2165,0.5136,0.2699,5383324.000
0.2215,0.5356,0.2429,5388686.000
0.2299,0.4939,0.2762,5391422.000
0.2319,0.4939,0.2742,5391747.000
0.242,0.532,0.226,5396538.000
0.242,0.532,0.226,5415266.000
0.242,0.532,0.226,5425525.000
0.242,0.532,0.226,5429179.000
0.217,0.575,0.208,5438552.000
0.213,0.579,0.208,5440410.000
0.146,0.633,0.221,5449226.000
0.146,0.633,0.221,5450505.000
0.138,0.637,0.225,5456105.000
0.134,0.657,0.209,5476376.000
0.134,0.657,0.209,5481262.000
0.134,0.657,0.209,5485237.000
0.134,0.657,0.209,5488630.000
0.134,0.657,0.209,5507912.000
