T1,T2,T3,position
0.3504,0.3344,0.3152,2060705.000
0.3266,0.3405,0.3329,2068641.000
0.3266,0.3405,0.3329,2073258.000
0.3266,0.3405,0.3329,2074673.000
0.3245,0.3447,0.3308,2082727.000
0.3472,0.3438,0.309,2091945.000
0.3525,0.3262,0.3213,2099524.000
0.3605,0.3182,0.3213,2102605.000
0.3605,0.3182,0.3213,2113109.000
0.3395,0.3498,0.3107,2116391.000
0.3045,0.3912,0.3043,2122712.000
0.3045,0.3912,0.3043,2138030.000
0.3045,0.3912,0.3043,2148310.000
0.3045,0.3912,0.3043,2151521.000
0.2948,0.405,0.3002,2153260.000
0.2789,0.4401,0.281,2160903.000
0.2733,0.4493,0.2774,2202249.000
0.2794,0.4452,0.2754,2203771.000
0.2794,0.4452,0.2754,2206180.000
0.2794,0.4452,0.2754,2206877.000
0.2794,0.4452,0.2754,2220278.000
0.2931,0.4188,0.2881,2221846.000
0.2931,0.4188,0.2881,2231336.000
0.3185,0.366,0.3155,2241326.000
0.3171,0.3708,0.3121,2246365.000
0.3195,0.366,0.3145,2252746.000
0.3195,0.366,0.3145,2260524.000
0.3195,0.366,0.3145,2264651.000
0.3178,0.3712,0.311,2272690.000
0.3154,0.376,0.3086,2276555.000
0.3304,0.3538,0.3158,2293103.000
0.3138,0.3544,0.3318,2297643.000
0.3199,0.3497,0.3304,2298822.000
0.3199,0.3497,0.3304,2310602.000
0.3286,0.3266,0.3448,2314012.000
0.3384,0.3232,0.3384,2314992.000
0.3384,0.3232,0.3384,2320380.000
0.3205,0.3536,0.3259,2322602.000
0.3349,0.3345,0.3306,2328832.000
0.3349,0.3345,0.3306,2330542.000
0.3237,0.3647,0.3116,2334769.000
0.3096,0.3918,0.2986,2336572.000
0.3076,0.3938,0.2986,2341563.000
0.3115,0.3667,0.3218,2354659.000
0.3002,0.3833,0.3165,2394141.000
0.2945,0.3889,0.3166,2397070.000
0.2748,0.4039,0.3213,2400145.000
0.2748,0.4039,0.3213,2415222.000
0.3009,0.379,0.3201,2419382.000
0.3097,0.3818,0.3085,2422450.000
0.3152,0.3778,0.307,2428116.000
0.307,0.3704,0.3226,2428968.000
0.3248,0.3574,0.3178,2436043.000
0.3225,0.3566,0.3209,2436115.000
0.315,0.3723,0.3127,2456297.000
0.315,0.3723,0.3127,2473667.000
0.3161,0.3748,0.3091,2473675.000
0.3236,0.3598,0.3166,2482700.000
0.3236,0.3598,0.3166,2483289.000
0.3232,0.3596,0.3172,2487239.000
0.3232,0.3606,0.3162,2491385.000
0.3316,0.348,0.3204,2493382.000
0.3316,0.348,0.3204,2496472.000
0.3316,0.348,0.3204,2504716.000
0.3314,0.3464,0.3222,2505327.000
0.3314,0.3464,0.3222,2519600.000
0.3314,0.3464,0.3222,2522058.000
0.32,0.3632,0.3168,2529595.000
0.3304,0.3614,0.3082,2530023.000
0.3304,0.3614,0.3082,2556847.000
0.3304,0.3614,0.3082,2569059.000
0.331,0.3596,0.3094,2569125.000
0.3209,0.3865,0.2926,2573851.000
0.3215,0.3805,0.298,2582002.000
0.3464,0.3613,0.2923,2589953.000
0.3464,0.3613,0.2923,2594058.000
0.3445,0.3604,0.2951,2595018.000
0.3445,0.3604,0.2951,2595080.000
0.3255,0.3763,0.2982,2596084.000
0.3245,0.3763,0.2992,2598340.000
0.3245,0.3763,0.2992,2608976.000
0.2707,0.4969,0.2324,2610181.000
0.2667,0.4755,0.2578,2612113.000
0.2616,0.4932,0.2452,2621893.000
0.2526,0.5033,0.2441,2622163.000
0.2564,0.4918,0.2518,2649793.000
0.2662,0.4692,0.2646,2651681.000
0.2756,0.457,0.2674,2662919.000
0.2799,0.4561,0.264,2678700.000
0.2799,0.4591,0.261,2707784.000
0.2799,0.4591,0.261,2708344.000
0.2799,0.4591,0.261,2711380.000
0.3171,0.3967,0.2862,2714232.000
0.3092,0.3991,0.2917,2722598.000
0.3201,0.3837,0.2962,2724789.000
0.3273,0.369,0.3037,2729422.000
0.3273,0.369,0.3037,2741205.000
0.3307,0.3557,0.3136,2757973.000
0.3265,0.3578,0.3157,2764109.000
0.3123,0.3704,0.3173,2764121.000
0.3123,0.3704,0.3173,2768543.000
0.3009,0.3935,0.3056,2771648.000
0.2908,0.4008,0.3084,2791841.000
0.3241,0.3881,0.2878,2792310.000
0.3351,0.3719,0.293,2821954.000
0.3351,0.3719,0.293,2823406.000
0.3426,0.3512,0.3062,2828959.000
0.3426,0.3512,0.3062,2835682.000
0.3426,0.3512,0.3062,2850033.000
0.3286,0.3644,0.307,2865863.000
0.2949,0.3748,0.3303,2878164.000
0.2949,0.3748,0.3303,2904809.000
0.2932,0.3856,0.3212,2921591.000
0.2847,0.3876,0.3277,2925885.000
0.2847,0.3876,0.3277,2928549.000
0.2818,0.4142,0.304,2939544.000
0.329,0.3658,0.3052,2945735.000
0.3348,0.3574,0.3078,2946409.000
0.3494,0.3337,0.3169,2952727.000
0.3674,0.3212,0.3114,2956474.000
0.3674,0.3212,0.3114,2965756.000
0.381,0.305,0.314,2972929.000
0.3634,0.3054,0.3312,3003620.000
0.3136,0.3162,0.3702,3016577.000
0.3176,0.3122,0.3702,3029292.000
0.2966,0.319,0.3844,3029731.000
0.2966,0.319,0.3844,3033371.000
0.3006,0.3488,0.3506,3047957.000
0.3204,0.3704,0.3092,3049096.000
0.318,0.3579,0.3241,3052985.000
0.312,0.3887,0.2993,3075788.000
0.318,0.3579,0.3241,3079064.000
0.309,0.3739,0.3171,3088361.000
0.2826,0.4603,0.2571,3089381.000
0.2662,0.5903,0.1435,3104242.000
0.2722,0.5848,0.143,3109529.000
0.2722,0.5848,0.143,3115628.000
0.2542,0.5803,0.1655,3119168.000
0.2312,0.6258,0.143,3136619.000
0.2339,0.6231,0.143,3173800.000
0.2339,0.6231,0.143,3187773.000
0.249,0.6116,0.1394,3192456.000
0.217,0.6516,0.1314,3199260.000
0.2326,0.5931,0.1743,3206724.000
0.2326,0.5931,0.1743,3219737.000
0.2342,0.5937,0.1721,3232022.000
0.2296,0.5941,0.1763,3240787.000
0.2296,0.5941,0.1763,3251753.000
0.2194,0.5745,0.2061,3281980.000
0.2592,0.5207,0.2201,3287089.000
0.2592,0.5207,0.2201,3293042.000
0.2668,0.5085,0.2247,3294572.000
0.2934,0.4787,0.2279,3298394.000
0.2916,0.4833,0.2251,3299144.000
0.293,0.4805,0.2265,3301469.000
0.349,0.4129,0.2381,3306391.000
0.2485,0.526,0.2255,3309263.000
0.2757,0.4694,0.2549,3320431.000
0.2757,0.4694,0.2549,3335972.000
0.2817,0.444,0.2743,3338619.000
0.2705,0.4592,0.2703,3339783.000
0.2463,0.5016,0.2521,3344993.000
0.2562,0.4883,0.2555,3364310.000
0.2615,0.517,0.2215,3376025.000
0.2694,0.4997,0.2309,3376101.000
0.3036,0.4333,0.2631,3383002.000
0.3036,0.4333,0.2631,3383061.000
0.3036,0.4333,0.2631,3390950.000
0.3141,0.4123,0.2736,3396065.000
0.2918,0.4574,0.2508,3403636.000
0.3,0.456,0.244,3412876.000
0.3,0.456,0.244,3412906.000
0.3702,0.3896,0.2402,3414606.000
0.3758,0.3298,0.2944,3424465.000
0.3758,0.3298,0.2944,3432046.000
0.3758,0.3298,0.2944,3436630.000
0.3845,0.2949,0.3206,3445607.000
0.3932,0.261,0.3458,3465802.000
0.3932,0.261,0.3458,3482883.000
0.3192,0.4295,0.2513,3517378.000
0.2738,0.52,0.2062,3537151.000
0.2738,0.52,0.2062,3542075.000
0.2948,0.3595,0.3457,3551003.000
0.2948,0.3595,0.3457,3557191.000
0.2964,0.4137,0.2899,3557748.000
0.2936,0.4156,0.2908,3557954.000
0.2896,0.4338,0.2766,3565932.000
0.2744,0.4366,0.289,3574069.000
0.3274,0.4018,0.2708,3580978.000
0.3176,0.4306,0.2518,3595835.000
0.3536,0.3258,0.3206,3597552.000
0.353,0.3138,0.3332,3605669.000
0.3614,0.3253,0.3133,3612439.000
0.3583,0.3385,0.3032,3614726.000
0.3661,0.333,0.3009,3636564.000
0.3727,0.3487,0.2786,3640023.000
0.3757,0.3457,0.2786,3655065.000
0.3757,0.3457,0.2786,3657868.000
0.3608,0.3272,0.312,3671556.000
0.3552,0.3115,0.3333,3676593.000
0.3512,0.2769,0.3719,3686989.000
0.387,0.2814,0.3316,3691658.000
0.4042,0.3012,0.2946,3700878.000
0.3892,0.332,0.2788,3714037.000
0.3808,0.3406,0.2786,3748586.000
0.3614,0.3598,0.2788,3768991.000
0.3774,0.3318,0.2908,3777533.000
0.3654,0.3554,0.2792,3780452.000
0.3448,0.3776,0.2776,3783629.000
0.3338,0.3691,0.2971,3820333.000
0.3076,0.3629,0.3295,3822948.000
0.3188,0.3341,0.3471,3824895.000
0.3188,0.3341,0.3471,3832264.000
0.3275,0.343,0.3295,3844436.000
0.3275,0.343,0.3295,3858278.000
0.3377,0.3149,0.3474,3872319.000
0.3256,0.3334,0.341,3874948.000
0.3086,0.3676,0.3238,3878387.000
0.3006,0.3806,0.3188,3880197.000
0.2926,0.3696,0.3378,3881075.000
0.2819,0.3937,0.3244,3889115.000
0.2819,0.3937,0.3244,3910563.000
0.2708,0.3839,0.3453,3916770.000
0.2902,0.3495,0.3603,3924360.000
0.2902,0.3495,0.3603,3935190.000
0.2902,0.3495,0.3603,3946792.000
0.2985,0.3765,0.325,3950408.000
0.2995,0.3785,0.322,3963365.000
0.3095,0.3775,0.313,3985941.000
0.3095,0.3775,0.313,3989966.000
0.3335,0.3375,0.329,4005415.000
0.328,0.3435,0.3285,4012802.000
0.328,0.3435,0.3285,4035932.000
0.328,0.3435,0.3285,4060798.000
0.296,0.38,0.324,4091936.000
0.296,0.38,0.324,4096964.000
0.296,0.38,0.324,4099450.000
0.302,0.362,0.336,4100626.000
0.259,0.388,0.353,4101698.000
0.259,0.388,0.353,4103911.000
0.2375,0.396,0.3665,4106049.000
0.2435,0.378,0.3785,4107132.000
0.246,0.395,0.359,4116885.000
0.246,0.395,0.359,4125441.000
0.246,0.395,0.359,4130599.000
0.256,0.367,0.377,4138994.000
0.249,0.355,0.396,4153512.000
0.245,0.363,0.392,4154218.000
0.2414,0.3474,0.4112,4155973.000
0.2414,0.3474,0.4112,4157009.000
0.2414,0.3474,0.4112,4161954.000
0.2404,0.3464,0.4132,4163008.000
0.2468,0.3528,0.4004,4170067.000
0.2478,0.3538,0.3984,4175087.000
0.2594,0.3654,0.3752,4184242.000
0.2594,0.3654,0.3752,4189013.000
0.2478,0.3486,0.4036,4207894.000
0.2506,0.3316,0.4178,4210765.000
0.262,0.325,0.413,4210996.000
0.2742,0.3403,0.3855,4213995.000
0.2747,0.3708,0.3545,4214796.000
0.2747,0.3708,0.3545,4217704.000
0.2601,0.3994,0.3405,4224339.000
0.2627,0.343,0.3943,4230029.000
0.2627,0.343,0.3943,4240371.000
0.2627,0.343,0.3943,4247335.000
0.2627,0.343,0.3943,4270034.000
0.2581,0.3251,0.4168,4271145.000
0.2581,0.3251,0.4168,4272192.000
0.2581,0.3251,0.4168,4275196.000
0.2713,0.3407,0.388,4291073.000
0.2713,0.3407,0.388,4297838.000
0.272,0.3353,0.3927,4303078.000
0.3236,0.3583,0.3181,4303658.000
0.32,0.3655,0.3145,4308266.000
0.322,0.3615,0.3165,4308755.000
0.321,0.354,0.325,4320509.000
0.321,0.354,0.325,4330452.000
0.3215,0.3585,0.32,4338279.000
0.323,0.356,0.321,4350043.000
0.2762,0.4518,0.272,4374332.000
0.2762,0.4518,0.272,4377642.000
0.2756,0.4392,0.2852,4379127.000
0.2752,0.4368,0.288,4383428.000
0.2752,0.4368,0.288,4402333.000
0.2594,0.4464,0.2942,4403815.000
0.2492,0.4726,0.2782,4404618.000
0.2492,0.4666,0.2842,4491708.000
0.2486,0.4502,0.3012,4496573.000
0.2449,0.4599,0.2952,4501203.000
0.2665,0.3591,0.3744,4503647.000
0.2952,0.3826,0.3222,4511490.000
0.322,0.3508,0.3272,4517226.000
0.3164,0.344,0.3396,4519182.000
0.3182,0.3488,0.333,4523298.000
0.3146,0.3672,0.3182,4523775.000
0.3306,0.344,0.3254,4528938.000
0.316,0.363,0.321,4543692.000
0.305,0.333,0.362,4555319.000
0.279,0.344,0.377,4557808.000
0.279,0.344,0.377,4563800.000
0.279,0.344,0.377,4570505.000
0.2715,0.3475,0.381,4585129.000
0.2715,0.3475,0.381,4588690.000
0.2715,0.3475,0.381,4592869.000
0.271,0.3425,0.3865,4609893.000
0.291,0.3295,0.3795,4611711.000
0.282,0.351,0.367,4620971.000
0.282,0.351,0.367,4633214.000
0.282,0.351,0.367,4647800.000
0.282,0.351,0.367,4649077.000
0.2885,0.332,0.3795,4665059.000
0.2885,0.332,0.3795,4670507.000
0.2975,0.335,0.3675,4675764.000
0.299,0.326,0.375,4712957.000
0.299,0.326,0.375,4713091.000
0.3035,0.329,0.3675,4714677.000
0.3035,0.329,0.3675,4724791.000
0.284,0.311,0.405,4724920.000
0.291,0.309,0.4,4735046.000
0.2865,0.3005,0.413,4740276.000
0.2865,0.3005,0.413,4741379.000
0.2765,0.2935,0.43,4761152.000
0.272,0.29,0.438,4765128.000
0.272,0.29,0.438,4782648.000
0.27,0.273,0.457,4793306.000
0.27,0.273,0.457,4799477.000
0.261,0.258,0.481,4800297.000
0.2694,0.2562,0.4744,4822432.000
0.2694,0.2562,0.4744,4854532.000
0.2902,0.2463,0.4635,4864363.000
0.3396,0.2649,0.3955,4870244.000
0.3526,0.2814,0.366,4873358.000
0.3526,0.2814,0.366,4879816.000
0.4022,0.2599,0.3379,4926542.000
0.4022,0.2599,0.3379,4935475.000
0.3972,0.2384,0.3644,4944279.000
0.3972,0.2384,0.3644,4944807.000
0.3675,0.2355,0.397,4953472.000
0.3438,0.2616,0.3946,4953921.000
0.3384,0.2848,0.3768,4966076.000
0.333,0.308,0.359,4976132.000
0.333,0.31,0.357,4989065.000
0.333,0.31,0.357,4992037.000
0.333,0.31,0.357,4996988.000
0.3188,0.3291,0.3521,5013374.000
0.3156,0.3437,0.3407,5017021.000
0.3391,0.3301,0.3308,5018537.000
0.3391,0.3301,0.3308,5038019.000
0.3819,0.3017,0.3164,5068307.000
0.3819,0.3017,0.3164,5069164.000
0.3604,0.3169,0.3227,5089695.000
0.328,0.3475,0.3245,5101056.000
0.3071,0.3606,0.3323,5104651.000
0.3071,0.3606,0.3323,5107513.000
0.3071,0.3606,0.3323,5121386.000
0.3071,0.3606,0.3323,5127969.000
0.3071,0.3606,0.3323,5132893.000
0.3071,0.3606,0.3323,5150850.000
0.3215,0.3405,0.338,5153824.000
0.3209,0.3183,0.3608,5162091.000
0.3209,0.3183,0.3608,5169741.000
0.3539,0.3099,0.3362,5184012.000
0.3452,0.2992,0.3556,5189823.000
0.3452,0.2992,0.3556,5191923.000
0.3884,0.231,0.3806,5196971.000
0.3884,0.231,0.3806,5212528.000
0.3884,0.231,0.3806,5227667.000
0.3542,0.2352,0.4106,5231830.000
0.3544,0.2594,0.3862,5232491.000
0.323,0.276,0.401,5242737.000
0.3446,0.2436,0.4118,5253632.000
0.3623,0.2321,0.4056,5262311.000
0.3496,0.2541,0.3963,5282485.000
0.3469,0.2681,0.385,5298180.000
0.3287,0.3023,0.369,5309845.000
0.3287,0.3023,0.369,5313984.000
0.3294,0.3022,0.3684,5315656.000
0.329,0.3058,0.3652,5321905.000
0.3125,0.2981,0.3894,5326519.000
0.3092,0.3055,0.3853,5331517.000
0.3092,0.3055,0.3853,5351640.000
0.3168,0.3015,0.3817,5353882.000
0.3164,0.2955,0.3881,5360010.000
0.3344,0.2937,0.3719,5366916.000
0.3135,0.2907,0.3958,5367070.000
0.369,0.3174,0.3136,5387299.000
0.369,0.3174,0.3136,5395092.000
0.369,0.3154,0.3156,5397026.000
0.366,0.3144,0.3196,5401037.000
0.3608,0.3174,0.3218,5403010.000
0.3573,0.3283,0.3144,5433135.000
0.3513,0.3283,0.3204,5443742.000
0.3513,0.3283,0.3204,5446973.000
0.3452,0.347,0.3078,5449054.000
0.339,0.3488,0.3122,5449928.000
0.3294,0.3414,0.3292,5451036.000
0.3321,0.3421,0.3258,5462035.000
0.3321,0.3421,0.3258,5462257.000
0.3265,0.3313,0.3422,5479079.000
0.3195,0.3343,0.3462,5498909.000
0.3195,0.3343,0.3462,5501825.000
0.3195,0.3343,0.3462,5503848.000
0.3195,0.3343,0.3462,5504555.000
0.3175,0.3383,0.3442,5505950.000
0.3175,0.3383,0.3442,5508771.000
0.3175,0.3383,0.3442,5509660.000
0.3174,0.3378,0.3448,5520831.000
0.3164,0.3248,0.3588,5523058.000
0.3164,0.3248,0.3588,5523131.000
0.3198,0.3334,0.3468,5527138.000
0.3114,0.325,0.3636,5532031.000
0.3165,0.3266,0.3569,5543089.000
0.306,0.341,0.353,5548441.000
0.3104,0.3516,0.338,5555543.000
0.318,0.343,0.339,5558459.000
0.318,0.343,0.339,5568901.000
0.3688,0.3134,0.3178,5571904.000
0.3448,0.294,0.3612,5579364.000
0.3448,0.294,0.3612,5581463.000
0.3312,0.262,0.4068,5592738.000
0.3196,0.251,0.4294,5594863.000
0.3252,0.2614,0.4134,5599870.000
0.3175,0.2772,0.4053,5603261.000
0.3269,0.29,0.3831,5604664.000
0.2929,0.3044,0.4027,5613174.000
0.2548,0.3706,0.3746,5616611.000
